a,b,s
6.960395704,2.203144124,0.440817987
3.76522475,0.677543931,0.370292687
941.7245874,240.6313407,0.441205163
1.790057438,0.334761887,0.531765177
11051.98475,3022.479866,0.340932918
3.89442144,1.249149847,0.4327387
1.445448327,0.136938313,0.397407522
10.27152874,4.066277237,0.562309483
1.184184373,0.155227271,0.536648466
4.280897356,1.080046851,0.470266216
14306.80709,3860.21964,0.415496298
6.993179227,2.253011827,0.406079164
2.904032642,0.654594708,0.32663867
1.889585338,0.50955138,0.677292495
4.391756741,1.123513563,0.368814592
6.282640508,1.93945195,0.537397839
1.717087695,0.268648713,0.5222168
1.689046682,0.455047037,0.474201553
7.33595941,1.889424604,0.446393516
1895.286797,625.9854608,0.489122022
2.351611951,0.533156454,0.509559083
2.508211545,0.475707681,0.47869461
192.9629348,62.34801337,0.382852817
1.934282653,0.326870449,0.512015219
2.29012721,0.582864989,0.396616284
24.88158777,11.2406103,0.468583457
2.742613056,0.552082395,0.471461457
3.117449864,0.909820797,0.535014768
5.039431619,1.209706337,0.380169871
1.964656522,0.519537294,0.40355703
4.902766889,1.239170033,0.323824754
4.023541577,0.896228793,0.330806433
7.266192459,2.429695593,0.384866192
2.681686857,0.716206563,0.491109782
1.875132752,0.350653295,0.611459739
0.838728369,0.156586799,0.534565766
1.283741919,0.260811446,0.548454498
2.629223209,0.686277068,0.383811242
4.971840765,1.744334674,0.521047714
1.721742482,0.487108163,0.491746157
21559.87894,6340.996824,0.332420863
5.687713102,1.386694054,0.336391702
2.213522183,0.569220873,0.445618611
2.376812884,0.504341236,0.404261297
4.685383536,1.375325179,0.469835539
2.789396561,0.645657896,0.438488797
2.293584079,0.622816479,0.499173656
6.562235228,1.802233564,0.454023782
4.202931986,1.379047072,0.49379393
1.008096447,0.110442071,0.475277969
5.278189124,1.131408648,0.398464087
2.107821583,0.513213374,0.468550344
2443.206772,630.3143713,0.394156213
2.154813816,0.474433184,0.435325681
5110.058681,1191.240164,0.417699729
1.371164108,0.35807782,0.518047259
11.2146734,4.147980063,0.56921772
6.899307999,2.366951675,0.351839568
5.112289921,1.476038224,0.453604242
3.344769409,0.866565771,0.482254911
2.940811038,0.80442618,0.412781768
1.384179156,0.211901688,0.551096815
2.148538803,0.579895581,0.506262134
2.639017616,0.600210049,0.521163846
1.379473185,0.329616269,0.350156895
1.330471181,0.140323696,0.442266904
12313.89114,3981.409794,0.352270914
4.038069886,0.919329733,0.383451301
1.26581192,0.289070257,0.520853958
2.055447724,0.434390308,0.521424618
29662.78304,7489.240871,0.414809898
2.520442292,0.518002279,0.440330803
2.728259505,0.53802999,0.427378805
2.034024073,0.371402405,0.51696464
8877.37558,2255.109916,0.332861861
1.903243864,0.32193553,0.52790008
2.563149399,0.616374972,0.520383822
16252.54942,4361.644494,0.323094758
2.254292423,0.534351594,0.359208443
6.17894407,1.788100127,0.280046221
13.99986017,5.298961634,0.429717647
3.715934528,1.046298312,0.443913521
3.445581405,0.99633479,0.496418148
1.866763867,0.359385656,0.325948803
0.998961378,0.23524242,0.637455063
1.115405235,0.156251615,0.55155238
1.684949835,0.214737887,0.429936738
48.82805025,11.34569844,0.290031558
2.278541813,0.432336228,0.404446148
3.040201724,0.630610245,0.470765208
6587.173167,1822.640511,0.236816274
2.107804352,0.367477216,0.416406318
1496.753133,500.1617634,0.265987587
1.621525281,0.368957202,0.419592187
1.361811507,0.352411775,0.5051195
2.222196218,0.570368968,0.54923893
3.897139181,0.973771131,0.376240289
3.373513744,0.870273102,0.488669221
2.644697746,0.600053641,0.503783393
2.001817803,0.322425262,0.529293873
2.842512518,0.498142202,0.46477026
5.273050086,1.635465867,0.48280452
1.263128788,0.074717217,0.428891178
2716.888605,865.6644493,0.322580419
9.258581641,2.427188765,0.382751652
2.595785957,0.496009228,0.413711213
3.71830065,0.987038757,0.533131615
5.338861954,1.779310037,0.436249347
2.030963821,0.461535743,0.539062513
5.06625039,1.41595223,0.371887847
1.631314989,0.289807187,0.48345899
2.587522929,0.586804979,0.526366335
6.448303694,2.033710482,0.374954399
3.606079386,1.117726305,0.513507482
3.232352539,0.970703472,0.562723198
2993.998816,978.608634,0.311011274
3.937048622,1.169792358,0.518096943
2.457949602,0.557339751,0.48764993
1.950159985,0.494746336,0.46153902
1.823907966,0.397548402,0.566451039
2.955328016,0.75308398,0.546305413
2.169380947,0.621692522,0.302861132
5.654360011,1.488619,0.402637039
2.841168451,0.585913366,0.431454944
2026.098205,666.4176251,0.316414821
57.79935858,26.94194987,0.393788485
1.763769879,0.462742453,0.471873553
1.816623765,0.295728242,0.542702517
6.849610994,2.156524433,0.335635011
25.09803923,7.476335057,0.419113882
3.083245289,0.748508655,0.505700242
2.278335764,0.667660702,0.494187876
6.690795958,1.956722942,0.40964195
3.403393325,0.985871126,0.453224579
117.3657992,27.4037847,0.326994669
13.9136803,5.097099841,0.384925845
3120.374797,938.644094,0.328848816
1.68922126,0.346495236,0.571337917
24.76467812,7.881262264,0.37009002
6.725236503,2.386706707,0.370462089
1.869710383,0.553265626,0.660394852
3.190247158,0.683561046,0.352986336
5.839287344,1.747723098,0.435121808
1.627163866,0.39170525,0.379510352
2.346230378,0.764834223,0.49972826
567.5847175,260.5968967,0.487546354
2.521136988,0.574856342,0.570268777
3.137362754,0.670673566,0.344724243
1.708673574,0.290768436,0.580215164
5.767357608,1.506984311,0.455817183
1.131034592,0.236369373,0.489381739
12.03948159,4.632720769,0.38634317
7.05056766,2.038069996,0.40169543
1.638080967,0.271453902,0.504680333
1.533634507,0.183979766,0.527643842
4.931854026,1.182106233,0.362356167
751.3120662,244.6653619,0.347433022
2.479667349,0.559374341,0.346685084
3.828532778,0.999041619,0.406108046
5.03067693,1.028866663,0.439953815
1.278346142,0.205661959,0.504710111
1.025609643,0.199911403,0.553505995
2.930232156,0.652973042,0.522129496
5.901751768,1.774888136,0.403043872
4.048919586,1.378752495,0.574407808
6.313422913,2.313233203,0.415863936
1.633889147,0.238960119,0.595563254
7.323627833,2.425182917,0.355554853
1.863675277,0.380624048,0.492672974
51184.44442,14906.40763,0.269605049
1197.755505,288.7801207,0.431020693
5.210663693,1.838443384,0.473945212
1.084794901,0.17636827,0.524306366
3317.392203,804.2415869,0.531812925
5.006077756,1.537692548,0.491211862
2.081959266,0.463745406,0.548621767
1.382275742,0.276152886,0.410092618
2.262680513,0.595956399,0.508358866
5.12643428,1.795784786,0.384442952
20.7164472,4.888284104,0.414828457
868.7130547,314.4317262,0.413232876
4.093054949,1.189919866,0.514302218
1.618545442,0.359929611,0.488847457
2.576797429,0.393480024,0.455337399
2.415708481,0.645358591,0.459193541
1.682622926,0.361300868,0.566224435
2.778166462,0.845419744,0.481095996
2.492035425,0.696197418,0.382654481
8.741169555,2.763597497,0.360095938
3.189437356,0.97293863,0.566824441
3.126038068,0.919337556,0.43326347
2.181957579,0.524804137,0.457925861
3.559948479,1.02002629,0.506276443
2.829776629,0.723103851,0.495064208
10.18784283,3.305080467,0.398842706
4.416980911,1.458734335,0.463683671
2.579823051,0.708550191,0.505757219
6.959612547,2.2673574,0.298962219
3.839948851,0.922855284,0.39064134
1.940255581,0.424491237,0.45150045
3.212282478,0.711365288,0.33999451
1.485789104,0.29253631,0.394730388
1.495313795,0.367590816,0.517969827
4.248152632,1.10418716,0.402489722
1.211192441,0.195653073,0.466390066
1.421279651,0.299860279,0.479182818
9.915945805,3.486963961,0.397826771
7.334734294,2.368202875,0.495439704
881.9274872,221.3263898,0.48335758
199.7894839,62.64660401,0.323454915
2.097851513,0.484096736,0.426149497
1.558994874,0.28256455,0.411614988
1.690339381,0.386505487,0.510740791
4.151263992,1.434420707,0.537757322
2301.246276,721.1927855,0.333852389
5.961030629,1.948401352,0.276298862
7.261220596,2.11291142,0.252200548
2.170547384,0.628333537,0.407641129
8.540072558,3.373562914,0.465738579
1.881043574,0.325593355,0.590008479
2.19179409,0.43121713,0.523231123
13.48166881,5.469963513,0.43167631
2.930149889,0.79469603,0.404558036
2.129259027,0.534520874,0.486263677
3.521770969,1.117931042,0.490718512
1.909662137,0.471407254,0.540578875
3.684870888,1.262257394,0.608583028
2.485599014,0.424148557,0.37073991
1.829118188,0.494201602,0.64296632
3.579676755,1.219917073,0.430429604
1.373284581,0.219447877,0.620612917
2.622322536,0.50311781,0.445047993
2.217222553,0.489350048,0.495357331
2.860260103,0.577978463,0.426014691
1.168205059,0.211948906,0.632678954
2.491886063,0.588727481,0.390260746
50.11456686,13.97418505,0.440099683
3.527467056,0.91134899,0.303158329
6.024153982,1.66318128,0.444058866
2.188488167,0.524734383,0.416847993
2.333387129,0.584653563,0.490727124
33909.60592,8796.276813,0.426165149
3.518903814,1.064009886,0.599085648
3.560659033,0.976056354,0.492877199
3.168888864,0.738009995,0.438359461
6610.750896,1873.511453,0.408596961
3.018680646,0.888928737,0.464750805
2.704653527,0.719985202,0.48915422
3.293129839,0.55114024,0.423872565
3.264894811,0.847275442,0.434193078
8038.503043,2007.299164,0.419489163
2.360061303,0.597255974,0.334435205
1.773625364,0.312957262,0.586855994
3.934235625,0.98968811,0.369628675
2329.595417,630.277074,0.350238781
1.829024765,0.457031133,0.484268621
3.249095825,0.948338595,0.471913869
5.041268776,1.690168058,0.435437605
42.54181892,9.537447778,0.446560219
3.158522106,0.979618067,0.539976397
1.185605452,0.258401811,0.506689566
5.716863827,1.591832069,0.404723508
2.820455946,0.665737575,0.441330145
1.720240584,0.353387832,0.366724585
8.950772818,2.546342166,0.430106713
1.975472246,0.544512657,0.383799658
21.03363482,4.261910399,0.489482157
4.476465919,1.233235965,0.458831032
2.42587146,0.69331012,0.591992563
3843.71355,1129.039202,0.37087049
1.798767764,0.350891144,0.436875078
1.928916829,0.318540652,0.451755845
6791.657825,1609.525644,0.462386153
2.353365045,0.547163012,0.388530171
5.264804082,1.568662867,0.287582414
1.463964839,0.231987279,0.643349105
13.53248647,4.957409793,0.422105614
1.267417503,0.2187752,0.495666574
1.160883557,0.165451689,0.481883969
4.938179912,1.204124468,0.398045141
2.288297566,0.41001286,0.465179151
11251.44289,3089.221919,0.557303213
1.819204923,0.485660136,0.383166597
6.173053654,2.274236256,0.453493377
1.411715416,0.150003605,0.448672533
3.586115905,0.817739218,0.486426925
7.781394818,2.200415532,0.446839369
7.645058386,2.604389419,0.40080261
1.029833008,0.206184898,0.531273567
5.16452286,1.335107323,0.421447855
3.363204746,0.875729544,0.436720576
1.395054952,0.186694902,0.536408922
1.604777361,0.253291099,0.462383302
4.691809742,1.266054669,0.361427755
5.445079082,1.379112025,0.525081691
5.613803651,1.381833162,0.34909108
3.840218271,1.109190099,0.439379686
4.465607777,1.058622186,0.506493164
1.460624754,0.245298658,0.432237332
3.025050892,0.683713059,0.498534463
2.751363266,0.633147132,0.336123934
1.960070673,0.540094937,0.537661684
5.182962782,1.534091801,0.516850853
3542.959648,956.5484993,0.281601345
21.92259881,6.463934928,0.370413498
1.604152069,0.368043277,0.480331995
1.536083274,0.217092139,0.433190196
2.136584103,0.429377266,0.491568541
1.452003816,0.365133409,0.531195497
2.725705692,0.673262369,0.36464249
7.285900179,2.026016854,0.430980423
2.857473216,0.715172831,0.483291985
2.375056963,0.627683119,0.493767444
1468.717194,377.6231524,0.476062545
2.401868151,0.427297354,0.502429527
3.380216717,0.770551359,0.492146619
1.650049314,0.425043654,0.49522266
4.915920043,1.47706311,0.407943542
1.752446624,0.143910042,0.385431327
2.628471292,0.54588633,0.35700794
12.48198462,2.358661325,0.484227503
14.37368271,5.230230801,0.300723037
0.859718817,0.056348756,0.456289008
1.374487341,0.196831707,0.451036879
3.052397433,0.606539318,0.473718578
5.598251274,1.810230153,0.527667204
4.068805334,0.785153457,0.388452073
1.994326189,0.508870319,0.461028862
3883.946411,939.6003424,0.335292545
2.931064707,0.847926332,0.487713212
2.110171565,0.513889023,0.476039316
2.602553952,0.711594302,0.59630681
1.064803566,0.208967399,0.506756344
3.567453141,0.970061254,0.378084857
7056.516536,1940.926074,0.383383554
933.5001868,224.7178725,0.388835844
5.577117205,1.842453223,0.524169246
3.088714198,0.597763091,0.45611632
7167.995666,1885.500105,0.401053876
2.954526268,0.747678558,0.424742383
2568.885327,947.2970732,0.315657305
5589.19944,1855.941382,0.398446811
3.677435919,0.73136465,0.44077097
2.335093718,0.280295969,0.489445337
996.10317,240.6153968,0.415167391
2.819166347,0.759151516,0.360290834
30296.99598,7927.85391,0.35998366
2.213011056,0.404469614,0.471012111
6.890982375,2.295904888,0.452342398
1.508899259,0.413308009,0.388145114
4.648247233,1.052824889,0.444583343
5069.758337,1251.468924,0.346215608
2.289125403,0.637256406,0.414540694
7.18566362,2.640939985,0.387415673
5.092855706,1.514113888,0.490976534
18.26769001,5.436573686,0.433071503
2.047855672,0.485321065,0.526748349
4.972345896,1.581948964,0.481056393
1.309277009,0.276868042,0.616969411
2.375650124,0.253751522,0.374935737
2.460044025,0.567549155,0.544086237
1769.762431,618.9584097,0.310291673
1.930095087,0.333325617,0.503326908
7.581580039,2.750664501,0.516495241
2.834485363,0.535757932,0.389021618
1.845477977,0.55599943,0.317774376
1.835877994,0.292414281,0.51557355
2.730267235,0.542135866,0.379765591
3924.473505,929.8762475,0.450023135
92.68134258,28.79659476,0.385323975
2.363264523,0.58557959,0.564851099
2.404686241,0.693031906,0.582197875
1.721591177,0.17185521,0.465490649
19.59753849,5.749444998,0.423771036
2.442583919,0.522932242,0.530678976
2.181053435,0.5807116,0.453773121
8.338020739,2.785444586,0.411690315
1.772984381,0.695062375,0.510037682
0.711468549,0.11036032,0.578350993
5.361147783,1.747816217,0.429228108
25625.86276,6673.024772,0.3357495
7792.401156,2281.267776,0.369680428
4.212323827,1.00204929,0.448227545
6.864510594,1.451021345,0.421862707
4.39584865,1.333935382,0.477757221
5.854457105,1.387238622,0.38555857
10.06205052,3.487958061,0.382259836
955.0927967,339.4533387,0.466737447
6.256788852,2.161125118,0.515097571
2.332776508,0.386371169,0.468819807
6.551501223,2.444183699,0.465458948
6.94198991,2.231096269,0.331868727
1033.004253,322.5970203,0.48347251
3.9220087,0.963829983,0.466067749
1.962133654,0.406432068,0.598385554
2.748121675,0.756235506,0.313374507
4.974121147,1.39917324,0.331180484
0.884203143,0.123992279,0.721632283
7.510599497,2.515009373,0.402595823
11.13813611,4.016367448,0.449217226
2.577284549,0.784683214,0.499238151
2.688616261,0.673531071,0.468108932
2.568648108,0.488508147,0.439535508
5.18784904,1.351301045,0.364010573
3.436039432,0.929427019,0.462979813
6.196667789,1.961613986,0.328539953
2.775879543,0.530290763,0.401893972
50.64675625,16.51938081,0.440453155
3886.039411,1003.817891,0.484214674
3.650228365,0.86538585,0.55337109
8.097262459,2.842087895,0.530264011
1.391436037,0.227935629,0.570764548
8.849400159,2.525522482,0.321978293
5.185629436,1.254750259,0.348908328
3.106716995,0.765094122,0.458576357
2.189338281,0.624843297,0.573083783
3.851549253,1.025866594,0.406085567
5.550147079,1.922571541,0.455180383
3.066916737,0.692332343,0.592337799
11.89535278,3.74555756,0.330568727
4026.088698,1007.758385,0.475209703
3.118425328,0.771373743,0.411314862
8.264073413,3.027573587,0.44260483
9.509839721,3.634867442,0.569934388
12.01907938,2.546687912,0.462469985
2.952979446,0.864708915,0.475527132
2.036847118,0.568107339,0.467774988
2.41917988,0.552162417,0.554020263
1.2119175,0.357869927,0.584614602
3.862075965,0.951949149,0.422414625
5.539737155,1.821088916,0.286954938
1305.121333,352.8496233,0.280803716
3.364261086,1.01100703,0.45866773
2.932587845,0.795760521,0.375479302
3948.637742,1173.06099,0.309336605
2.037122819,0.308542981,0.34507964
2.448197729,0.754136526,0.443986997
3.114131044,0.774223992,0.395290229
1.729350604,0.5076038,0.498993237
3.010878342,0.626795142,0.396796008
11.75798375,4.937699129,0.555290094
3.025494264,0.59587795,0.339199573
2.215101506,0.312878069,0.458179842
2.051540771,0.382416496,0.51817072
4.153387735,1.034045905,0.301914547
15.56817472,6.156905155,0.411010261
2722.427738,781.9228124,0.315532132
2622.630679,659.0270447,0.454276657
1.827289674,0.419371232,0.542978933
5.002423551,1.718248827,0.547171155
2.240004723,0.534030657,0.406508319
4964.164628,1757.965855,0.259823806
1.368414951,0.2120637,0.400709938
2.848480738,0.894897002,0.452667375
1.708563261,0.506377975,0.573128627
2.55662316,0.655337197,0.41131313
3.553139507,0.790708689,0.419460898
2.459837657,0.494553803,0.429746666
1943.66195,536.408157,0.375011252
14635.43416,3994.096399,0.301186197
2.776892343,0.570623739,0.422940897
5638.286232,1778.975395,0.31341836
1.068802519,0.205342499,0.683626721
1.219104434,0.258875591,0.473062877
10.45073406,3.534899944,0.403356142
2.741013388,0.529444333,0.436661477
2.036583373,0.432678099,0.390181058
2.60211137,0.47857756,0.449180051
3.600412633,0.812265416,0.294244283
3.675825563,0.870422009,0.378401961
3.785733902,1.2865081,0.538655639
7.887213217,2.565703494,0.398580423
1.097903761,0.177227312,0.465009845
1539.221724,408.1089425,0.309725467
1404.788364,358.8134932,0.487493327
2.638258961,0.592370885,0.493472602
4.614503099,0.754268854,0.472414698
4.48951409,1.546178775,0.562277973
3.777090806,0.826775669,0.378050559
0.840134454,0.078759785,0.45541671
3377.477097,1028.247843,0.424068445
1.802681218,0.477648877,0.468978897
4.432048094,0.987939866,0.338162602
2.597600442,0.774481325,0.449211687
282.965721,73.50595264,0.47769445
3.263135028,0.786188483,0.393921505
3.466278242,0.923967908,0.368690117
1211.113478,288.427629,0.426723541
2.137972161,0.448664065,0.551731525
3.064063173,0.838481625,0.385004094
1.95118021,0.346185986,0.498130619
2.91005481,0.784392902,0.398733446
1929.318386,438.8105025,0.341313877
3.333636111,0.791021582,0.31570826
258.6021808,64.31607755,0.435587916
6.090329731,1.870483157,0.335398278
16255.63496,4022.149367,0.29363201
0.913152724,0.245211892,0.491974046
3.896633286,1.135794727,0.467866995
1.551125886,0.332508249,0.515031334
10599.05067,2910.605995,0.397738568
1.557203865,0.349959691,0.462654723
1.601786566,0.303539805,0.534015566
39.55263345,16.60577243,0.333222314
725.8364561,264.8424884,0.492528923
3.878623952,0.938887959,0.345276028
1.605584244,0.299754742,0.497158035
2.314061423,0.666436841,0.466707702
2.856955987,0.600927367,0.529565563
1987.126273,619.752881,0.357037455
3.801746115,1.062514688,0.498622412
3.554908416,1.185674953,0.433541165
3.667210981,0.800696527,0.473510154
4.013761545,0.863946236,0.41410768
5.888270229,1.616620259,0.500752701
4.405714893,1.491332794,0.477683381
1.762097889,0.245583921,0.547431803
5.07664517,1.486446277,0.386473244
1.333021507,0.19547063,0.419732483
2223.71709,655.9772576,0.360190083
1509.228067,405.6671945,0.391042908
2.902245661,0.706609333,0.374705126
33.83157449,8.097809898,0.462547712
1.871015827,0.454643111,0.597268291
1481.0168,388.138266,0.483220814
1.019281889,0.17043472,0.623224824
2.586632422,0.598883509,0.509057927
3.555527899,0.967842812,0.523756519
5083.256372,1310.333486,0.486627128
4.061514724,1.03240156,0.30831279
4.53058438,1.244830797,0.447643762
4.286987361,1.16983038,0.36360653
4.493600426,1.252881511,0.480816577
16.47924225,4.633284848,0.368707305
7.99944184,3.275804517,0.465133086
1.629443707,0.352276385,0.534364118
1.771228088,0.433002123,0.54100936
1.435925259,0.270640883,0.518638294
1.838204384,0.407320265,0.518002441
2.402888968,0.777035464,0.265281134
727.8036724,176.7954036,0.49805874
1.369728258,0.29530772,0.538230132
4081.223191,953.8186196,0.362693937
2.16652572,0.386370673,0.46259523
1.828303038,0.407195655,0.552665611
4.072068339,1.110474146,0.486020086
4.952169287,1.30858886,0.367242507
4.650989011,1.040542631,0.366305774
4.869352651,1.389791746,0.26743706
1.383902279,0.207514442,0.572595719
3.019415559,0.562999589,0.208328202
9093.201732,2539.296525,0.387271906
4.655381951,1.433722577,0.320701224
34.11542948,10.68472947,0.474012465
2.41067768,0.386540155,0.562404686
2.045607845,0.508270525,0.493977737
4.2310284,1.373245219,0.527442728
0.65382106,0.06498489,0.554553651
1777.784617,456.2180587,0.306081379
2.571468029,0.434302573,0.442879421
1.734066633,0.4009327,0.69777243
358435.4853,76881.50954,0.349432517
5.640219435,1.620059982,0.520164076
1.199073318,0.230755267,0.603673443
2.530391567,0.990458274,0.633809142
3.788972934,0.862481058,0.422754292
3.94111688,0.964886933,0.394779955
1.917528228,0.463772016,0.472264012
5.755348744,2.079541253,0.523773969
5.312653793,1.760168022,0.286813713
3.099178337,0.757614436,0.391110986
1.270834118,0.30467312,0.505411779
2.589282555,0.48850639,0.426386947
1.875183861,0.366327092,0.52986993
1.593503486,0.320514126,0.532700493
3.199414694,0.888711238,0.547103473
394087.9735,112962.9666,0.406931681
3.07029304,0.662806962,0.375856886
2.108269117,0.527130146,0.577277085
10.97491449,3.804537834,0.252267136
1.008301266,0.2218268,0.58774024
2.419751955,0.417026896,0.476227303
4.145790903,1.278609247,0.480542505
2.152339922,0.460596262,0.492115302
3.350004097,0.956223735,0.460929209
6.538228577,1.800592449,0.356768803
2.516964906,0.451505908,0.470348326
4129.856662,1378.787413,0.365541503
2.538558892,0.790683145,0.525198287
5.053596222,0.974816057,0.3059549
3.650741608,0.797491299,0.43713617
12.74090408,4.221090586,0.399440527
3.956654769,1.132469727,0.43499258
2.308261661,0.422387162,0.518369279
1.93682961,0.500797164,0.424845955
1.565419808,0.275251852,0.50590704
4.693165556,1.457458719,0.435937519
2.69357006,0.535795264,0.39324595
2.640196594,0.657692141,0.438353343
2.256088716,0.567629931,0.339257867
847.8536368,233.0307359,0.366093243
10358.82629,2931.682813,0.354919331
2.20737202,0.568072863,0.53197275
3.803024731,1.323229108,0.447269666
1.693753808,0.364624838,0.549857501
4.654726028,1.381955627,0.46199456
5.661817865,1.242632843,0.292092963
2.88706732,0.535545893,0.41600313
1676.810196,544.1153796,0.363627665
4.205926549,1.516721757,0.559560876
2743.283355,871.7081679,0.249241806
3.659838368,1.230349668,0.558920001
7.934011709,2.289827578,0.376594788
7.932956751,3.159484643,0.457352429
1.906520683,0.455532715,0.488593794
4.837708307,1.601263419,0.397203496
1045.555772,341.7298317,0.325940639
9653.610858,2548.728064,0.266445468
28.26036428,8.377281512,0.338656225
2.736663394,0.635935186,0.3457313
0.955311952,0.203264823,0.609157741
15.27169268,5.665904945,0.373753212
3238.580051,907.5242418,0.31402433
1.3956184,0.185028506,0.574202715
2.89485587,0.723266589,0.33683488
7.482112559,2.075543122,0.340727724
3.28697451,0.867439053,0.505888302
2.182838074,0.532003291,0.438506881
20.34950853,8.708426459,0.448053147
3.381980109,0.948308014,0.423400122
3.49326696,0.906779651,0.406755368
2.845473513,0.875208217,0.500984906
2.051936911,0.516690105,0.504602916
1.376944999,0.157427607,0.387463031
2.350068456,0.437939255,0.457690187
6.091556974,1.470328512,0.372522019
1.113054446,0.226784036,0.533086532
1.026700283,0.171713002,0.483195764
3.716916673,0.953547081,0.494001742
2.526326346,0.692302259,0.484280557
5.019781887,1.559380795,0.454544199
4.46499935,1.818249966,0.49635169
19.5853153,3.829359945,0.431841717
1651.031916,569.5846231,0.438961966
6.760176072,2.460122174,0.450842159
1.93560802,0.354613138,0.388479482
4.635067822,1.182536654,0.469470231
2.330896095,0.530606643,0.43282424
3.276691261,0.84908762,0.486330554
3.981467755,0.948272872,0.417996413
2.749998895,0.72667392,0.433068824
7.749749714,2.436635302,0.315725533
1.763991838,0.300371412,0.407964761
8.218854967,3.018893211,0.281424832
1.289012884,0.20337586,0.549823017
8.133120579,3.030735255,0.597565704
1.913786303,0.426056752,0.35656378
2.322102147,0.490943103,0.567501362
1.500900477,0.293029463,0.602218017
2659.264265,703.5810287,0.334351678
5.17639302,1.646593893,0.515343788
7.574505822,2.491576213,0.459934927
1.438539332,0.197228859,0.489459441
4.102738611,0.887686383,0.396251338
5.082227305,1.339922102,0.416616927
7.285721798,1.962963544,0.396400329
3867.245664,935.1526499,0.300019011
1385.944809,339.4568346,0.492205567
702.6162796,218.2583257,0.394010788
2.650643889,0.671143787,0.41322086
1.983816307,0.381083241,0.36688503
3.429071925,1.171930411,0.413627107
7.289455966,2.440417298,0.414427583
1.922258173,0.471874092,0.604430445
2.81666768,0.552553271,0.495885846
4.757495813,1.232341016,0.378257582
2.407321447,0.443865972,0.506038713
5.723430826,1.478300714,0.382296586
1.721190396,0.151652163,0.413209688
3.592361961,0.70594192,0.386655617
2.840730024,0.559187485,0.391441613
2.794336605,0.6641736,0.443811704
111.1558429,25.54154042,0.473405211
3.745360781,0.945296056,0.444815616
3.046695901,0.8663515,0.648621144
3.189435101,0.630599892,0.372011384
1.475708246,0.259246939,0.453274146
1.452464915,0.217617454,0.503471722
3.044477923,0.821458041,0.53842873
1.708411054,0.411921873,0.381942653
5.063667469,1.407376931,0.436561626
10847.10567,3457.937014,0.294817369
7.34353728,1.973690984,0.38586745
3.19900111,0.818187678,0.310678403
688.3808487,186.7102218,0.373697171
5.858686166,2.07203979,0.371166463
3.806029056,1.250700696,0.387802658
1.221274221,0.313298981,0.426676958
4.988801325,1.447608966,0.538529253
5.592498077,1.797315888,0.258165878
2.517377752,0.815320404,0.483069296
1.283450074,0.235779548,0.533970169
1006.472271,237.7418107,0.319838863
6.151042385,2.185803216,0.425586903
2.558465881,0.763267938,0.51964788
3.837294387,0.976640263,0.388607479
2.701011989,0.77686051,0.439399661
1464.605715,573.6729049,0.505072947
6.463518348,1.944265345,0.399157884
1.778947478,0.357889594,0.496233734
305.4173033,101.5696803,0.38893185
1133.79645,276.5717137,0.421936727
2.257238123,0.664550155,0.412190597
2.77167106,0.657879463,0.592432523
22.23476935,9.293541027,0.255022839
6.246770189,1.865257132,0.471122799
4.50936899,1.165429673,0.368069119
1.910624458,0.384342153,0.354163784
7.476433614,2.558960646,0.398597264
3.339757823,0.768084773,0.393968274
7366.978866,2506.208731,0.342856117
2000.280183,722.6953036,0.286712582
4.471470934,1.107073601,0.366529076
1.370706602,0.133028245,0.419494325
7.918308467,1.740269393,0.439830186
18.2739189,6.970500291,0.512399351
2567.626407,620.1341016,0.45205663
18.36728826,3.794723591,0.441538817
3.762435481,1.194820615,0.413211208
25.84702724,5.742080016,0.556472535
240.8467761,82.84661551,0.349429151
2659.485954,708.3745833,0.437801302
4.921440177,1.057488315,0.387175658
5.303970446,1.884289108,0.37377862
21618.16923,4447.759269,0.526602881
2.163417831,0.544319917,0.498704101
2.081124332,0.44314531,0.594959246
1.399963948,0.313728352,0.443619736
2.640774752,0.613810283,0.489996648
2040.395574,526.7356348,0.334565841
1.223257677,0.220297742,0.45987495
4.219803905,1.184156644,0.561911086
2772.493106,726.0632579,0.440828017
3.387692637,0.92198919,0.424674135
23006.1704,6226.889592,0.299968834
31767.58238,8331.669679,0.275007443
2.308356189,0.518370882,0.490335688
1.170063683,0.212545667,0.517861881
625.1647724,202.1247052,0.340872978
4.177134359,0.95619793,0.415326366
2.188189454,0.41598838,0.31944151
5.320381332,1.400232617,0.446467265
3.632562268,0.919725863,0.463671215
13581.20214,4372.509674,0.328563497
2028.649639,659.7293007,0.352612444
4.203351106,1.304027182,0.385407733
4.633241374,1.427920947,0.478691617
3.463300746,0.949079897,0.422086294
6.219869289,1.995723943,0.30833428
4.316491899,1.109126598,0.506466339
0.811886515,0.046381707,0.461394996
6.359928428,2.005637024,0.372941873
1.217973265,0.250037282,0.565120919
27.33111664,8.201879991,0.326009322
1.908343932,0.438144149,0.490994447
2.446854479,0.421045009,0.444037053
2.60935728,0.187464771,0.48572258
527.7573593,169.3348811,0.397707573
10.30701499,3.76030529,0.411110686
708.5294943,168.3881154,0.470320747
1606.509316,586.2055818,0.411356391
7.117985114,2.280307289,0.34730839
3.482337525,0.96484751,0.460515725
3.122546379,0.895969332,0.5520064
3.360401214,0.955747338,0.374524525
14.13503763,5.388821743,0.438012623
4.562685109,1.177376883,0.388582548
7.036425541,1.751680033,0.448197648
