a,b,s
6254.770599,1573.284298,0.434661564
2.676179804,0.632116073,0.391000486
420.4333894,131.1714042,0.375009393
4.474349167,1.056067208,0.430937102
3.274269909,0.873934898,0.520992086
4.933008793,1.082784358,0.423460059
1.524371477,0.315852432,0.539156827
3.037499376,0.825038255,0.519418098
3.514706412,0.750955291,0.452051225
4.361570913,1.306954683,0.506743038
5.259868671,1.509361204,0.363836276
724.1499,168.1165363,0.32346597
2.404973614,0.503436831,0.502874122
1.829263055,0.459270076,0.363805435
7.821158336,2.847841528,0.406882055
3.192456533,0.97050834,0.466146003
2.759074742,0.562241409,0.461604834
11.58775296,4.656250404,0.453269839
4.46839275,1.123776342,0.317131854
6.310551452,2.001330562,0.468186475
2.877258892,0.745031582,0.393229726
2560.939191,922.5832814,0.426919472
2.959121778,0.802654627,0.500180494
2.648672938,0.705390904,0.427840001
5.254139185,1.138245949,0.384759994
7607.622496,2002.102572,0.411295952
4.77313978,1.491014314,0.433375358
4.409680382,1.425783143,0.454828781
4677.879922,1227.553438,0.421656448
2248.273586,699.4352234,0.351561848
4.423911879,1.211844732,0.367066846
2.325221456,0.674799282,0.412800782
1.213484053,0.191827191,0.592150778
3.16329746,0.982447595,0.385215743
2.79338905,0.452026325,0.423952681
2741.203479,675.9751973,0.347252093
401.9575056,106.5735583,0.335749937
6.41329002,1.979734178,0.364493298
14.90052994,5.706803028,0.443284337
1219.833812,325.463256,0.4733544
5.514956943,1.35697231,0.434219759
19980.4697,5128.694592,0.562916039
1.902737002,0.410824385,0.649254824
1.931891554,0.356417811,0.477546119
1.206815875,0.199840682,0.510878224
4.042691759,1.145526328,0.571545171
3.120374581,0.835895283,0.415891392
3.769865081,0.742031336,0.401407089
4.356091282,1.108458745,0.360748225
11.04168532,4.346719438,0.405679663
16.19125435,4.966604089,0.450071178
2.48228823,0.749396832,0.507137942
4.16507146,1.283253419,0.567935003
2488.280917,760.5238824,0.314628833
6.78028432,2.402936764,0.401896013
2.036984276,0.30899435,0.483025734
5.618814176,1.668629982,0.419930048
3.105377618,0.504848702,0.34637597
3.428257135,1.048533508,0.436450793
4.06536532,1.122485365,0.313367744
2.352942835,0.66147904,0.471973292
4.736805333,0.959997135,0.38535563
3.999846208,1.267490775,0.461320668
4.319466326,1.392318513,0.364417082
4.142812107,1.318463081,0.488894871
2.02063936,0.284187618,0.436973223
3.895744561,1.179595125,0.485254327
2.307532704,0.48952496,0.451314126
2.330694475,0.49720795,0.472449075
24.21178583,10.97856091,0.51102089
5.789639241,1.662657068,0.392662578
8.019557274,2.079364117,0.477270471
1.258633661,0.185196623,0.541394117
4.343419216,1.227301159,0.293214775
190.0932046,61.29243961,0.43508174
539.5353237,233.1137189,0.509033349
3691.087623,941.4227882,0.429015162
4.878763646,1.603560923,0.420443745
7.823004844,2.021768852,0.409710323
5.006650138,1.812698383,0.563010713
1.707698781,0.450253497,0.502192202
3.387389633,0.922396273,0.51941624
4.654614007,1.387703412,0.312004884
19.06992654,7.773076166,0.593892034
10.96978013,2.946985333,0.336980311
2.203189821,0.500482238,0.419052156
1.683080565,0.339030887,0.503317151
3.408358521,1.035880083,0.509980935
7.700148115,2.503803096,0.467549343
3.311413796,0.883730325,0.486104958
1328.446127,478.5700051,0.344195005
4.775696031,1.409177444,0.439224525
2.112208573,0.511942916,0.393593718
6.904633016,2.122779959,0.418630348
17.35783311,4.157963679,0.309612544
4.120135766,1.370092812,0.399335391
2.643999715,0.496559354,0.430240501
2.438074927,0.665880003,0.567990731
4.280694001,1.143117864,0.476845851
1.508166448,0.345041302,0.52874665
3.249377519,0.788257601,0.370328108
2847.290051,673.9955579,0.258301851
705.2240242,154.8764284,0.564447712
2.480383742,0.428867443,0.560525866
1370.299585,339.1950184,0.356020618
1.261269019,0.240440181,0.612952122
6.664793715,2.028908174,0.421411073
4850.315114,1836.238989,0.331220695
14.23561529,4.972166508,0.396807236
4211.88563,1202.621085,0.274022328
3.598644376,0.934488986,0.497429556
1.319853786,0.267885989,0.628700783
1.693953078,0.221937774,0.409174974
1.462814252,0.131899932,0.390879324
1.204084124,0.154442547,0.521524844
1.374608334,0.175096075,0.57851654
545.8176218,124.1425067,0.336376532
2.03402158,0.412205392,0.527804563
10.96130032,3.278843062,0.280310022
2.730624315,0.550237628,0.351667515
5.358171631,1.564649084,0.509931808
4.966482409,1.576951923,0.296449744
512.89882,189.0231768,0.474484763
4.08583685,0.781719631,0.43470396
3.254397637,0.932787284,0.456418156
16.54436477,3.454170124,0.264132405
1496.36116,426.2514704,0.365775162
3.784304772,0.932985169,0.388030119
3.386684726,0.977407293,0.517031196
2.551887115,0.645147539,0.493701993
2.398508915,0.634435072,0.483848006
9.527986228,3.483942775,0.39810559
2.497378078,0.610811652,0.588871976
1.515622767,0.320080251,0.496373137
2.370952859,0.313096351,0.466516025
6.142821352,2.103939076,0.482706072
1.643839736,0.235519493,0.33813035
6.428074983,1.801012738,0.476397295
662.5412415,152.3136927,0.450667851
1457.47804,487.4016276,0.407920828
3.129774367,0.695776939,0.450523917
2.520309238,0.455074441,0.426645873
2.121350088,0.566755431,0.524417408
3.233922985,0.954832311,0.48950432
1.3083054,0.214168547,0.632351016
4.865727248,1.505904979,0.566429633
1.450071952,0.336713406,0.506924463
3.331068336,0.92778207,0.520755522
4.371625968,1.247842115,0.45672012
3.717542192,1.055511779,0.459201218
4694.591146,1240.606363,0.266098226
6.896552941,2.629385067,0.44526544
5.954157351,1.848003392,0.538913855
4.004194051,1.028879173,0.415298709
1.675433984,0.399183479,0.557079095
5.38084847,1.3969258,0.382984534
1.138085944,0.157980728,0.4434241
2.890244469,0.554219388,0.517437461
1.737114332,0.328749312,0.48123353
3.195798928,0.80832476,0.500189243
7.147720688,2.653147672,0.51917254
14.8658625,5.527635544,0.448749608
2.426058026,0.567428989,0.557503111
2.357581548,0.711431655,0.510403624
9345.166679,2539.046882,0.396755262
774.4174673,250.4261524,0.291469717
1.043040099,0.210554353,0.593962208
4.207477041,1.278671857,0.364087792
1.768912033,0.407031443,0.469662906
2.363237984,0.527946917,0.454999825
562.6267434,121.8416848,0.564772163
1513.459162,382.0206229,0.345883629
2.461139894,0.514404426,0.469293749
9.702174072,3.094753091,0.557306548
2.861892929,0.817659073,0.42442651
27.85618662,12.54378124,0.45457705
1.626846364,0.25851132,0.550156849
0.689323962,0.017246321,0.558365067
9.231225546,3.598222284,0.50526495
7.034968801,2.369226381,0.38734529
3.719801401,0.929485307,0.418241506
5.622152515,1.771670125,0.431835597
0.959239639,0.108857113,0.613658248
2179.140389,667.3323848,0.449406583
2.606682104,0.638339088,0.455130337
2562.841816,651.1346038,0.518202574
4.013787451,1.054231608,0.368241971
3.235703839,0.721662169,0.396252646
5.225331299,1.481189301,0.396389267
585.5356234,134.9884221,0.447951059
5.072325339,1.723181314,0.503631897
1.278967375,0.244909499,0.412956692
2.134709789,0.478707056,0.390936478
3.378373848,0.981010835,0.441928403
8.558544139,3.075959557,0.359599263
5153.091981,1137.007913,0.348381146
31.00446564,8.989586042,0.273392006
7.419123535,2.433189717,0.499639885
2.730268225,0.550417611,0.512348131
2.147913116,0.4834471,0.443690483
3.036851872,0.714226518,0.420176214
7.288999691,2.38464053,0.368537663
3.040219902,0.556838224,0.366001021
158676.4747,42802.64943,0.523028927
1120.066919,311.1279384,0.327812877
2.802227701,0.684662227,0.512704908
6.614638999,1.771894093,0.320551462
40.97857479,8.902612757,0.444616649
2.752687973,0.744646482,0.42889577
4.449885074,1.387640079,0.46575655
4.069123353,0.998357626,0.385297613
1681.833955,372.1083197,0.406332979
1185.355156,360.9487404,0.292332304
5.859669282,1.160341187,0.428714305
2039.25076,717.3008754,0.377148533
2.600000953,0.645803182,0.486386113
1.649825523,0.403942091,0.485521687
1.006172482,0.129170697,0.60747057
5.209758386,1.507536664,0.46437524
2.403126742,0.464415798,0.457330206
1253.99727,390.6805612,0.366726622
1.435418025,0.353271998,0.616014406
1.202847973,0.177050918,0.59560756
2.643795837,0.63447799,0.515765249
2.125698995,0.651272798,0.554505144
7.629582568,2.752314695,0.44903785
2.710012411,0.878682525,0.49809062
1.686224016,0.373441004,0.420418139
1.012861708,0.095050167,0.486787959
2.45148434,0.590298761,0.390020473
272.7244289,55.15425142,0.32321582
1.916024075,0.406057741,0.471845919
1.56618372,0.249717459,0.403556316
4.390170607,1.329901216,0.231591918
7.572106574,2.097821874,0.448629755
1.324143229,0.234898354,0.505517615
1.856274746,0.401965899,0.444342766
1.886854241,0.435119943,0.322798755
6.630534911,1.390500897,0.370883545
2513.667137,703.6295062,0.304081463
2.439322713,0.447667124,0.389209796
7.654603637,2.44236681,0.401672161
0.937345793,0.067633051,0.505875927
2660.47546,1031.794508,0.294696965
3.567897546,0.97198075,0.438219594
20.97406925,6.171050953,0.374703862
3.468442458,0.841867609,0.451515549
4.098585822,1.10951822,0.383633173
2.097704984,0.393569687,0.482406547
2.067357053,0.35496037,0.432074186
6.010892073,1.574875383,0.357333988
3909.942383,1160.759361,0.397319641
3.186783339,0.771272062,0.468391354
4.756863213,1.171777052,0.465710486
3.667091935,1.164821034,0.348079366
2.509486806,0.617573313,0.391503908
2.532425019,0.45094362,0.530335482
1.341718983,0.318923972,0.581515107
2329.43585,594.7453055,0.294221751
362.3307359,106.8350542,0.453558221
2.743626847,0.657098108,0.358055927
3.749766677,0.71286594,0.384379882
1.916867923,0.483623974,0.514810536
6.562891573,2.617509778,0.507315813
11474.79838,2875.997382,0.315848332
868.2688989,206.2492596,0.513982874
3.147868713,0.908745246,0.387585356
1.740937927,0.194640437,0.394019247
2.44659053,0.695506814,0.442562502
1.119948594,0.23108833,0.598074472
6.165010926,2.041796479,0.436110324
2.48738319,0.680560363,0.483252651
9583.969244,2724.378443,0.381348063
5.386985776,1.459542974,0.432761394
0.948218493,0.123901774,0.636651229
312.4357936,78.8204102,0.312448682
2.950349059,0.821552652,0.54344794
1.607704434,0.35378778,0.467848585
1297.089525,391.2600157,0.330587025
2.597752152,0.665325749,0.411885907
9.926211028,2.002285334,0.408856602
1.622251509,0.368179481,0.611865866
5.217281357,1.261343351,0.441764111
2.146874332,0.484221128,0.479234599
0.662567591,0.108456399,0.430875798
40.03116385,9.756762186,0.355444642
8.30935307,2.017895243,0.468269975
6.26338087,1.753220959,0.453435573
3.617230694,1.064857901,0.527241024
1.711311159,0.335117606,0.50268754
3.461484932,0.919937944,0.483800953
309.3499495,75.63380353,0.446889956
2.447101077,0.556060057,0.5217696
2.99682918,0.832297524,0.410008449
7.838467472,2.49072076,0.391226897
3.898356944,0.770643803,0.394294793
5181.890853,1941.199814,0.541880596
5.334712657,1.473772739,0.514452276
2.050571762,0.397295912,0.519442487
14.70244778,5.364821331,0.354421985
2.295299455,0.475999261,0.378910281
1.611378723,0.247823743,0.519461635
896.2063654,272.3651742,0.326200717
1.588285014,0.355036839,0.554696886
3.130768787,0.818883237,0.489821753
3.886291193,0.941076558,0.272160512
7.795252191,2.993942725,0.44417102
6.107856945,1.661762785,0.494736905
4.256002164,1.17452367,0.434960782
2.206795841,0.360679749,0.473087878
2.51980736,0.802192419,0.510470068
3939.378386,952.4149826,0.550270306
0.641052111,0.076549008,0.637636695
3.308776483,0.953294563,0.533558516
1.303790007,0.26107385,0.608727913
15.8134342,5.986488255,0.514938362
6.185428984,1.874854392,0.468193302
2.245480718,0.492066781,0.534003849
795.1498968,248.7116809,0.37700912
7.441974375,1.506104811,0.30110132
1.570924061,0.40874583,0.517243571
2.811469549,0.733482503,0.537358636
4.333616488,1.351009795,0.494471013
2.562669703,0.841339588,0.458831776
2498.256951,628.2840262,0.415389275
9.832342021,1.716224104,0.306042936
1.04554611,0.200851968,0.514541461
11.41577696,4.137686994,0.289636583
7.746277877,2.558422288,0.319559415
12.53576402,5.063839504,0.499462843
2718.561266,675.4885149,0.461008073
7.473835525,2.175747644,0.331200301
31209.41834,7786.414176,0.342517618
1.098172967,0.13263307,0.524526154
1341.893735,410.5386986,0.37616682
2.577757076,0.524070152,0.504011864
7.632832913,2.39010094,0.372843535
6.851120842,1.939776856,0.338434543
5.815576761,1.763105887,0.453533042
3.715095017,0.925860881,0.390412243
1.982405994,0.267024962,0.542648881
4.613028262,0.914583207,0.488653182
4.494044221,1.340256217,0.375398003
5.090749194,1.227024075,0.409607165
1.511699902,0.32224388,0.507554048
6.736131917,2.152589154,0.433750156
4.85380787,1.593498162,0.448103952
1.928721608,0.416926943,0.435659476
1.220178624,0.258133155,0.436716063
65.25946237,19.29223336,0.386462648
2738.010692,824.863737,0.262506758
4.805079249,1.481219761,0.399214488
2.739097756,0.559952382,0.43787179
6.777625592,1.762813277,0.376699803
1464.37579,394.863923,0.498069009
4.232004701,1.04053828,0.445667285
4.34333883,1.311364813,0.480502942
3.185046801,0.803639958,0.470463506
3.350213173,1.032792794,0.434961758
2.942173839,0.956685139,0.629953826
13.33003141,5.040176181,0.385732849
4.247930582,1.14159414,0.433117831
2.123642834,0.425496149,0.444587931
2.030559376,0.591599169,0.420456048
3.931007295,1.325703817,0.45538691
2.775817627,0.808283639,0.517046523
7.427709052,2.897869284,0.485108905
6.080145637,1.698608093,0.419480087
3.952536299,1.119330224,0.473259479
2.135155729,0.411933554,0.382486701
2.144693639,0.47740865,0.602802791
6.357889204,1.828859041,0.445905695
3.506983743,1.092287953,0.534378627
5.173683099,1.479913513,0.407726963
1.311705064,0.218345097,0.612995714
1.73517235,0.356215897,0.543209336
2.838636026,0.618117772,0.416582463
1.451411219,0.257927608,0.444175567
1.461647163,0.343766731,0.481441625
3.930577402,1.538998769,0.48540973
4.035011362,0.939290822,0.561625909
847.6298612,289.0249167,0.337933255
2.127856216,0.369921867,0.388928767
542.8325015,131.9836864,0.419850505
163.1614647,50.04460012,0.303431015
2.577641924,0.621024409,0.537589997
3.201544718,0.839874712,0.491619571
4562.797671,1161.464596,0.439133559
2.249132922,0.512511443,0.402987599
7.383875479,2.305768609,0.33953238
2.180466311,0.459467579,0.552549355
4.74691732,1.020328909,0.36283847
2.457867279,0.599457375,0.468233736
1627.68532,544.6037153,0.450354236
1376.746722,452.612353,0.440026367
3.533364402,1.019585876,0.432840425
490.7748208,111.836595,0.657281435
2.819040638,0.665711978,0.522040818
2.907732115,0.748815554,0.374757351
7.859543823,2.701830401,0.382290352
5.92815878,1.877435229,0.324106141
5.308547553,1.630347944,0.417979221
753.9229549,263.615134,0.344839047
17944.60826,5330.591018,0.265913247
3.99401316,0.988932784,0.438718344
4.857745844,1.638588678,0.468362064
2.664686732,0.682117993,0.405442344
0.846445629,0.172519758,0.514087578
1.45860746,0.332615701,0.448179893
3.128985658,0.901087646,0.493196769
1.427277755,0.337329821,0.483201939
3.98239564,0.917308567,0.408815052
100093.0672,22027.6122,0.332550683
2853.312214,815.4322008,0.367235723
9.079563548,3.101897621,0.437371103
2.143827432,0.525929784,0.564046912
3.642610884,1.057035213,0.429260586
6.484918643,2.15630652,0.369726911
7.371836765,2.14460395,0.474509363
18204.00764,4304.103882,0.471841961
2.202410899,0.594861242,0.530722883
16.74655511,3.701883013,0.440589293
6968.071637,1889.26022,0.488212188
5169.175887,1185.178129,0.505540695
4.139034372,1.025813995,0.434471839
1.245475421,0.266602623,0.501243615
2.428162756,0.496578922,0.454115388
25322.69338,6575.218925,0.404211454
3278.806301,898.308046,0.312316209
2.15024709,0.376771668,0.554281541
10.41651927,3.471388995,0.300718687
2.006018728,0.35686343,0.419215848
5.489749572,1.51107448,0.442675521
3.230852182,0.999247599,0.534342054
2.792936055,0.690009479,0.413349029
3.150966889,0.695510285,0.467671519
4.121613809,1.181172157,0.469131104
2.889042159,0.696095927,0.491633221
2.662061325,0.541392456,0.387408422
4.93713574,1.413232693,0.393761513
1.438661908,0.08910426,0.443235263
2.191309755,0.570230173,0.590945977
1.937089201,0.48037799,0.612977417
1.642409903,0.288657377,0.451352404
5.833684846,2.035809736,0.472495272
6.796993863,2.491582645,0.489408521
2.36998371,0.718178557,0.524037762
4453.569294,1179.321435,0.30187963
16.51104253,6.28579235,0.480605828
6.9721976,2.281978504,0.405973971
4.19082373,1.037691758,0.44858735
1.519082311,0.495598877,0.466339721
3.815073773,1.213646885,0.539561962
18.03058766,3.906544208,0.45838162
5.207749753,1.484126297,0.456042261
2.232052034,0.549351462,0.38587123
1.831293799,0.315946042,0.471360637
2.475266599,0.693144984,0.375060018
2.840357085,0.75934411,0.490752144
1.012621112,0.107405693,0.523367052
3.11714589,0.648150428,0.405443947
4.499430065,1.224685925,0.307485294
923.2556586,227.9880735,0.474824228
4.685438229,1.441993158,0.43250978
1.044071076,0.185919408,0.531265316
2.695438048,0.979838937,0.573361487
2.184595708,0.585446529,0.364827833
1.187679697,0.150672992,0.51497561
3.905875306,1.068344863,0.460823488
3.154241935,0.823667784,0.432572454
4.280828473,0.959545016,0.512153859
2.470776923,0.487475214,0.488480298
2.939556192,0.856589942,0.602493765
4.001791565,0.824400508,0.348288651
5.223192979,1.711087009,0.52320625
2016.313006,523.5015967,0.439308007
4.409309402,1.12224653,0.289458584
1945.670523,499.5125612,0.422845406
3.396811566,0.722261073,0.443621631
6.364416554,1.904138969,0.367483702
1330.935219,439.6071265,0.327518619
1195.722066,352.1343433,0.411569076
2.147460693,0.632221546,0.500765776
143.5171306,44.91333623,0.404016222
1317.782102,340.0674995,0.366194093
