a,b,c,s
7.466033237,0.986117077,0.80442178,0.47261433
4.8553774,0.173401547,-0.333333174,1.323461159
272600.6089,0.234090064,138183.8921,0.447597728
5.75319399,0.685215973,0.881991739,0.421773437
4.692292192,0.088057003,-0.333332725,1.511146462
4.209580525,0.421917307,0.68509824,0.476034987
10.80795844,2.615609248,0.366490409,0.42169364
4.657194584,0.0868946,-0.333332756,1.525438794
4.761133142,0.142911213,-0.333333305,1.354787036
31.30951275,3.140416577,1.517633832,0.294671611
4.745608016,0.230341241,-0.333332841,1.252542203
8.412754179,0.721960646,1.250524976,0.475651921
4.872206223,0.180697449,-0.333333133,1.264302262
4114.681189,0.746517025,950.5500161,0.376004371
5.67128918,0.541569258,0.890537593,0.34386039
4.779575759,0.169188348,-0.333333212,1.311816661
509929.2598,0.392867471,166263.9824,0.450193965
5.025125224,0.39214506,1.285854748,0.463914535
32.00097309,0.820741556,5.999348512,0.349898397
5.074880453,0.20982587,-0.333333248,1.228840643
4.911127937,0.155859442,-0.333333248,1.325131727
137600.9808,0.139891511,85250.7011,0.38373587
4.698998896,0.124913235,-0.333333063,1.43689104
7.656117008,2.097132985,0.109985273,0.353802351
4.621224114,0.058132299,-0.333332875,1.668906804
4.90923878,0.137137474,-0.333333117,1.385368917
1.321733844,0.358263432,0.027829971,0.392876904
4.958346174,0.146447036,-0.333333321,1.386886279
92925.01123,0.360132278,39410.46876,0.587917576
4.682252531,0.107447581,-0.333332959,1.422402991
6.285924081,0.790260134,0.831538983,0.445715173
32.91852458,0.81535602,6.314217655,0.501301448
6.597851002,0.950738368,0.65937415,0.384221765
4.93944489,0.132667468,-0.333332728,1.414927277
4.724477503,0.148094995,-0.333333199,1.427456981
4.261390376,0.570047204,0.391622966,0.457173656
4.521377753,0.085893163,-0.333332889,1.557508376
7.692920917,0.569316513,1.359853037,0.464225015
4.623940576,0.084494149,-0.333333138,1.576323402
4.698721522,0.111698669,-0.333333055,1.381922349
7.0257268,1.230988191,0.514202213,0.384965043
3.112650325,0.285500219,0.573294239,0.349346656
7.022620627,0.842206379,0.775566604,0.38666243
4.935749158,0.192030101,-0.33333325,1.286756717
4.859263329,0.169099609,-0.333333267,1.35256221
8.968986358,0.630283315,1.742744175,0.472871376
4.727432423,0.168130636,-0.33333315,1.331166221
7.864743359,0.531313361,1.630039144,0.439169026
4.698673575,0.114672292,-0.333332837,1.490204308
4.899325752,0.175671139,-0.333333162,1.35666622
4.962303295,0.159867282,-0.333333198,1.305679771
4.988922523,0.195209587,-0.333333292,1.28457131
5.200639867,0.334121699,-0.333332929,1.251960663
4.776466157,0.167332457,-0.33333318,1.387167026
4.925195592,0.092127129,-0.333332594,1.543975449
3.290963431,0.588026563,0.350922561,0.389293255
5.538311791,1.018071081,0.41216353,0.42440979
6.574789835,0.552065412,1.139515166,0.414520961
4.940505564,0.139870657,-0.333333126,1.343936549
4.640406035,0.169531958,-0.333333212,1.165464306
4.597355368,0.116318808,-0.33333333,1.493906292
7.812881465,1.345392333,0.594436894,0.434716914
4.793197992,0.128745816,-0.333332954,1.412916497
2.77639999,0.395844881,0.432765302,0.436621467
2.831017835,0.256712081,0.753896455,0.511454548
5.872351408,0.392109223,1.44138562,0.439190941
4.8714334,0.15536798,-0.33333326,1.395387167
8.297576767,0.724980967,1.385085447,0.385982313
4.88367503,0.134559217,-0.333333096,1.427915397
12.61222189,0.297187607,4.74760375,0.414118782
9.970085453,1.360089797,0.830633124,0.440903235
4.802376161,0.218325281,-0.333333178,1.251345959
115900.1603,0.13287651,71647.69167,0.435613054
4.653025336,0.122950773,-0.333333135,1.438571706
2221049.777,0.535546079,695529.8102,0.386706403
4.792785126,0.103205769,-0.333332914,1.497859307
6.88109587,0.420391939,1.515272177,0.393297189
8.59249695,1.793422356,0.249665165,0.360652756
285103.9772,0.367775033,112511.7253,0.45505493
37.25836262,0.445364281,11.0186188,0.335938427
4.963847739,0.147985006,-0.333333029,1.372913081
45.96678102,2.031248675,4.312876112,0.409339805
4.622086663,0.082578677,-0.33333262,1.557615113
4.799578029,0.130957704,-0.333333206,1.338713441
4.700720861,0.143916793,-0.333333244,1.423358149
7.394084347,2.772575666,-0.036080379,0.29916357
4.705846521,0.086470672,-0.33333315,1.56604987
4.600693945,0.103585979,-0.333333097,1.508995336
231207.608,3.119150616,15646.07834,0.374819875
4.922422315,0.113044352,-0.333332945,1.48037068
5.871243966,0.948306342,0.353007161,0.414322608
4.709511932,0.165644117,-0.333333134,1.281324531
89.15608408,0.911516434,16.80568537,0.355321241
5.052856095,0.223674962,-0.333333326,1.180855461
3966.001665,1066.370341,0.087570825,0.400967257
13.73997875,4.345083264,0.143253748,0.32158904
4.887801618,0.110099385,-0.333333073,1.511642637
4.830264092,0.090389948,-0.333332657,1.520612049
3.60834568,0.558323762,0.348408072,0.458955217
4.646234745,0.066021235,-0.33333322,1.631994919
4.859045899,0.109341756,-0.33333318,1.474523248
5.037293337,0.25956233,-0.333333092,1.137857894
3.753908586,0.275860302,1.020985666,0.453777207
5.953845463,0.34626576,1.765974982,0.445159759
104055.9482,10689.31032,1.228201263,0.418773024
4.601985387,0.118333973,-0.333332982,1.460329824
4.48086627,0.072134923,-0.33333322,1.612950554
4.509104892,0.111887752,-0.333332793,1.483966102
4.881519503,0.173226772,-0.333333315,1.314568161
4.93488817,0.27058469,-0.333333137,1.198753776
12.27790639,0.684637084,1.977630749,0.384658013
4.670167279,0.11568544,-0.333332753,1.468076804
9.515399776,2.225387868,0.168177326,0.371219334
4.874393294,0.134766141,-0.333332668,1.390767059
17.50566317,0.881517418,3.05174288,0.455508978
4.937471002,0.126533298,-0.333333126,1.434124833
4.102723187,0.386862135,0.887492175,0.501878971
4.679762696,0.869571093,0.321299855,0.505832729
4.442326087,0.480809958,0.51138105,0.418688605
5.387546479,0.422490207,-0.333333218,0.981472808
4.703889483,0.134825522,-0.333333019,1.435780011
4.629236145,0.070069727,-0.333333286,1.612881633
4.731778986,0.098159764,-0.333333087,1.499325231
4.424655861,0.081228052,-0.333333278,1.563955395
7.805143621,1.339852902,0.553933199,0.385733936
6.482726918,0.740042151,0.911119499,0.421992049
4.924235003,0.479632739,0.755707357,0.437120563
6.323290006,1.429989459,0.347141939,0.438862953
4.773438141,0.130117101,-0.333333009,1.432629389
85890.97486,0.525537778,26621.81325,0.354638882
2.921971036,0.526935874,0.230322668,0.385398431
16.49340222,2.713338831,0.7560252,0.392606376
6.026527574,0.513340193,1.085308957,0.460024483
4.582994937,0.097349795,-0.333332891,1.492440496
4.847251285,0.119417169,-0.333333313,1.479216371
4113.312712,748.6749374,0.354326371,0.400361997
4.880323597,0.176950252,-0.333333252,1.17575111
9.204153964,1.148356503,0.939835216,0.411609682
57075.10841,10162.61557,0.389141243,0.404638212
29270.51549,10048.48386,-0.046286802,0.35079619
4.281292469,0.747176054,0.271346472,0.353123941
3.22580389,0.501459357,0.433473493,0.393806478
26.180264,0.296532585,10.10015395,0.513523741
6.074341591,0.682547295,0.966896541,0.340401484
4.834925451,0.104579813,-0.333332804,1.461056624
5167.921976,798.4131871,0.427589556,0.333026066
4.607858012,0.104070553,-0.333332638,1.516726441
6.102211428,1.479759388,0.161223329,0.361718271
4.793797059,0.14805418,-0.333333262,1.237729424
7.431737367,0.585074486,1.175835333,0.428353711
8.58571556,1.136272376,0.521392714,0.400818657
7.211767011,0.865876982,0.765665927,0.517814436
281307.9754,0.395204624,112900.634,0.520546881
4.644322338,0.082101586,-0.333332725,1.585668742
4.933629222,0.246675417,-0.333333261,1.280485737
47.64490925,0.673362178,11.11551681,0.478120726
4.609999921,0.128793098,-0.333333213,1.433919752
5.306440297,0.426183872,0.859737497,0.365742551
4.330182079,1.051144814,0.027120436,0.360479286
15.18540699,4.683340658,0.140661413,0.399932607
1156471.735,0.690722322,268786.1779,0.328960316
15.95292389,6.251431792,-0.333333186,0.591451509
66.20265068,0.859105668,14.15723819,0.454909524
4.685361343,0.145860399,-0.333333117,1.407891903
8.944484098,1.053321644,0.988666381,0.347463287
4.893218761,0.139969803,-0.33333332,1.380044341
7.2118495,0.993326261,0.626441733,0.397599832
4.781103884,0.060392616,-0.333333105,1.658182506
4.155119859,0.780735945,0.311286688,0.420181477
4.828578807,0.132335303,-0.333333328,1.3700147
3.296692058,0.42842356,0.533154635,0.445080876
4.922203231,0.13795381,-0.333333316,1.419405162
4.54151246,0.651854982,0.537360601,0.434769312
4.329345547,0.62323965,0.525792844,0.334088914
5.374252872,0.907928839,0.449679401,0.461594579
4.858427535,0.056942053,-0.333332971,1.67547477
4.566886463,0.112794482,-0.333332904,1.437115243
4.844777191,0.162190956,-0.333333063,1.330419944
4.819998871,0.433203194,0.936918116,0.431886896
11.75209972,2.030173017,0.740222792,0.464804756
8.371443843,1.251269121,0.52833971,0.367056037
4.797143657,0.148833006,-0.333333134,1.414036695
373.7963226,0.689069056,84.66779994,0.451291551
3.932427761,0.977815535,0.061778665,0.291382116
8.84227545,1.779802404,0.285665777,0.425117054
57801.78455,1.026138009,10752.83413,0.361021972
4.894370943,0.161709844,-0.333333175,1.321394276
5.488439435,1.133538591,0.346805849,0.408301802
5.153507009,0.23106356,-0.333333221,1.203550437
97.13943004,0.872179184,21.63791282,0.445259911
8.367246555,0.515271306,1.956282207,0.439673864
3.835730701,0.72783114,0.267508474,0.509300752
4.522241592,0.131693061,-0.333333249,1.432954267
245337.0994,1.051126507,45967.66281,0.453535147
5.01319301,0.198675913,-0.333333313,1.261763391
4.617902024,0.116104455,-0.333333245,1.511336465
4.702425734,0.134370457,-0.333332808,1.393113133
87.29159164,0.747884267,19.66548839,0.378598785
14.51348578,2.368314672,0.57457536,0.435552736
22.47966078,0.419046502,6.621856425,0.408797018
1763.443942,610.719866,0.02064278,0.343554615
20.32515071,1.368644738,2.116010157,0.371136993
4.49778604,0.096229193,-0.333333184,1.521245261
6.670475686,1.862711179,0.0588368,0.417616581
5.080100159,0.125638752,-0.333333305,1.396271327
4.61319031,0.1472238,-0.333333032,1.328355489
4.984680031,0.166997335,-0.333333246,1.382969338
4.4522353,0.469647027,0.785967941,0.527628402
7.032187036,0.555293336,1.288146845,0.421379845
5.172401137,0.413873644,1.280533216,0.463102209
4.930805805,0.184034502,-0.333333067,1.322043827
4.884668298,0.106946561,-0.333333053,1.467405465
216009.7689,0.39668102,76448.1754,0.403124855
13.40790167,0.394910178,3.912511814,0.497827415
4.693726478,0.12377088,-0.333333217,1.393953327
7.680987207,0.240942412,3.195109187,0.536586105
5.361302561,1.016863934,0.304263521,0.413076289
14.13741637,1.806260445,0.929868035,0.287428345
13.51157754,2.648639219,0.431534189,0.369948577
91525.13007,30265.35378,-0.064785744,0.276383045
4.903728433,0.179472603,-0.333333093,1.277384705
250870.6764,0.284034783,121504.7437,0.489508155
4.692200574,0.084546831,-0.3333328,1.558685268
5.019658433,0.113103852,-0.333333053,1.467083114
4.846783649,0.163514698,-0.333333317,1.32474937
713062.6934,0.197859544,370534.3676,0.476795422
4.779039907,0.122836917,-0.333332971,1.428341473
7.780712621,0.298860904,2.669969466,0.467617764
1840.238729,773.6775319,-0.166604539,0.266838026
4.76584749,0.104956638,-0.33333314,1.496163369
11.6066627,0.457121106,3.143095308,0.438156561
4.591916223,0.120220758,-0.333333256,1.428932042
1345.027106,397.1567544,0.132205523,0.467793979
4.80192752,0.068996205,-0.333333193,1.621604793
5.342771352,0.56468262,0.889339881,0.412789957
4.801355222,0.109611995,-0.333333201,1.516040478
2380.469146,544.873468,0.158186814,0.362683748
3.886315229,0.555055878,0.345708616,0.365531819
26.62196012,0.840414952,5.227344355,0.412585985
5.01963309,0.328071117,-0.3333333,1.253012979
8.685970586,0.56149704,1.834421128,0.426074155
10.59496852,4.286461513,-0.048766229,0.397395758
8.065175076,0.59077908,1.462788619,0.537819064
4.628174638,0.130731616,-0.333332817,1.408615852
225302.7415,0.284805562,88167.1985,0.378463777
6.130217068,1.235637323,0.328581513,0.460411889
4.730112858,0.090136056,-0.333333021,1.538312477
6.264761285,1.599654798,0.052392468,0.475578738
4.937369907,0.167884781,-0.333333326,1.366909248
13.81905058,1.448133807,1.016106447,0.378903695
3.464649016,0.375427858,0.565407862,0.434092505
4.811901706,0.077203775,-0.33333322,1.597015793
7.114045885,0.437410299,1.726042739,0.457926725
4.712033894,0.159031087,-0.33333302,1.262238915
457020.5942,0.251238277,214032.9878,0.530208049
41.44773075,3.676980561,1.689179709,0.485319959
4.642452775,0.146282059,-0.333333314,1.296566638
15.45987372,0.643827945,3.167585824,0.433954931
6.525838606,1.281410637,0.310701022,0.441274776
11.07541295,0.466185182,2.767885916,0.389592134
4.810332449,0.128571045,-0.333332857,1.438916104
6.852084008,1.167470949,0.575100735,0.417490634
27.05880138,4.568815887,0.620485115,0.498915823
4.421855378,0.615962399,0.43401704,0.396187814
4.151607025,0.305153489,1.175575848,0.492758886
5.544557466,1.16789003,0.156296303,0.3796827
2.411104869,0.146290781,0.797261535,0.408888022
136111.8576,0.323016717,54262.6453,0.385229837
5.263914635,0.326538582,-0.333333166,1.09922831
466842.6918,0.298067619,196518.0953,0.41106058
11.45369069,1.275889213,1.1750615,0.469124033
802.320593,154.0029363,0.643407277,0.409001291
374462.7313,0.381289007,129437.0942,0.406608985
5.145719117,0.44820487,1.210321084,0.462929861
5759.280258,792.9005934,0.635239897,0.370405112
4.970772041,0.192779588,-0.333333306,1.242479266
6.191115,0.192244528,3.023486475,0.514712243
4.762817672,0.146654255,-0.333333123,1.265609392
4.315692056,0.530349247,0.635805272,0.438662061
5.106396718,0.525206496,0.79295974,0.423460823
219690.9401,0.249710348,96465.05548,0.443814889
4.629605704,0.115541851,-0.333333235,1.508343708
10.21465826,0.498281693,2.356011844,0.414887154
169.6121025,13.06171882,2.004511974,0.479434451
4.162271621,0.50638429,0.665245322,0.393693071
16.24725685,2.724126206,0.772674196,0.417517672
265460.6798,0.306776524,105889.1373,0.450441508
546302.6403,0.072588839,448237.7953,0.404923603
4.745756224,0.15452975,-0.333333068,1.247039068
6.523796909,1.70789637,0.129395693,0.383419113
4.77834902,0.158760704,-0.333333292,1.360764531
4.08404479,0.604658506,0.478721833,0.410509261
235169.0818,0.183477982,134691.9206,0.454175536
4.921756029,0.164374094,-0.333333281,1.265100765
4.358891397,0.489407702,0.714552579,0.423922187
5.781790243,0.816383633,0.476093389,0.495778608
4.651593677,0.093232368,-0.333332757,1.509859289
4.393813824,0.599681723,0.409879275,0.382312979
4.770284222,0.09686147,-0.333332935,1.501313803
1066469.159,0.608618908,282734.7961,0.376839764
17.45047136,0.505960823,4.557033323,0.41755925
2.51297428,0.314984786,0.409884504,0.397219065
4.721193419,0.164907313,-0.33333312,1.355010622
4.768759518,0.252451966,-0.333332903,1.286748413
4.777549919,0.180995624,-0.333333138,1.250033427
5.103645182,0.134934078,-0.333333229,1.425697418
4.616287127,0.08453487,-0.333332867,1.529711533
4.822768833,0.161867583,-0.333333162,1.270571578
53.88046778,0.596849892,11.3232829,0.407584261
2.750467375,0.399240275,0.317496935,0.428537645
4.777044113,0.132575581,-0.333332864,1.335301605
4.81189756,0.139612332,-0.333332998,1.369936781
4.826888611,0.082886648,-0.333333035,1.552589934
9.039711938,0.976271283,0.920391202,0.484264708
2740.644922,860.5176958,-0.058872311,0.325675583
4.662960744,0.116896418,-0.333333293,1.432869434
4.796245359,0.138885601,-0.333333294,1.380139492
4.986632389,0.10417767,-0.333333012,1.472300346
5.010245323,0.261570429,-0.333332852,1.220119769
4.302420696,1.140480638,0.079923472,0.463392508
4.552146551,0.752715907,0.276948384,0.374115776
4.668696479,0.105654495,-0.333332853,1.531846696
4.807348043,0.124373985,-0.333333007,1.390541566
4.856887561,0.111800591,-0.333332678,1.496870333
11.47864711,1.509037827,0.778005401,0.352458066
38.20440195,1.038371666,6.55675772,0.393925578
4.82284058,0.232691974,-0.33333268,1.252613051
5.303433518,0.449938711,-0.333333332,1.247310167
4.542818106,0.705635166,0.446099441,0.446058193
4.741576706,0.115992164,-0.333332884,1.446506917
12642.74305,3047.231517,0.169682859,0.358857354
5.652889898,0.24569422,2.298513661,0.537676229
161206.745,0.155698736,100217.0097,0.447301579
98004.41351,0.29299445,40281.69131,0.424690471
4.605038713,0.151325744,-0.333333189,1.273856723
6.727902652,0.955875895,0.774751412,0.411639835
8.58448627,0.564689778,2.015108844,0.421868871
8.570389676,0.517471708,1.843044407,0.35757954
4.743779431,0.119134806,-0.333332923,1.472788838
4.645054896,0.130419216,-0.333333186,1.407129553
4.865414301,0.095340714,-0.333332625,1.519987204
4.906638139,0.189018061,-0.333333259,1.241233522
4.576066411,0.053895361,-0.333333215,1.685214861
4.635043093,0.147973703,-0.333333175,1.371029515
4.704016902,0.111009888,-0.333333063,1.445116922
4.729600142,0.220779337,1.682214927,0.446708936
4.668362997,0.126250142,-0.333333105,1.446559467
4.636828603,0.135874211,-0.333333277,1.39758478
5.104734498,0.169788285,-0.333333169,1.305841677
4.830784651,0.14438415,-0.333333062,1.381351258
4.784919282,0.092647056,-0.333333004,1.525477967
5.187611757,1.104814588,0.220412919,0.39122961
4.786141844,0.127950766,-0.333333166,1.421927266
570.1067496,160.6111621,0.216207739,0.27970344
4.49181218,0.665780913,0.46083803,0.422798962
16.50809085,0.743486663,2.550779993,0.307366041
4.797140713,0.15150923,-0.333333281,1.404586232
4.749398766,0.141255889,-0.333333032,1.429122436
49.35250405,0.484987025,13.95438148,0.388925867
4.697877777,0.103622289,-0.333333155,1.521624046
4.916119551,0.156252198,-0.33333328,1.304284626
12.35008887,1.56295426,0.735726215,0.367701172
546835.6372,1.338801821,62481.83239,0.401252511
7.337252293,0.432715171,1.666584352,0.414901356
4.050247263,0.889862824,0.2455805,0.334862435
4.667348637,0.118063789,-0.333333042,1.435591411
4.996202813,0.159327212,-0.333333322,1.410524586
8.972520479,0.275711397,3.780200592,0.505957194
4.606758052,0.093363727,-0.333332881,1.528717087
17.07089419,3.673956815,0.207930994,0.444757795
4.691830994,0.116653274,-0.333332722,1.459981467
4.955796267,0.154226143,-0.333333022,1.398845781
5.868483791,0.535884313,1.10230516,0.468498406
7.98224516,1.007025594,0.982573905,0.448725271
9671.19735,2444.287699,0.005932469,0.314750864
4.682794448,0.159023443,-0.333333151,1.383053417
3.52051223,0.782610606,0.160697921,0.380880656
4.825318329,0.083976724,-0.333332532,1.567680888
2.697133036,0.561432947,0.203598538,0.435528329
15862.5586,0.244061963,8278.261402,0.465642668
9.511793326,0.527343669,2.150371993,0.368309541
5.524056734,0.470812478,1.258265905,0.427680039
4.638846877,0.094565545,-0.333332529,1.514540768
4.737901217,0.145270918,-0.333333106,1.403825825
222859.1594,0.363539914,92947.24912,0.456520707
7.941196448,0.296267083,1.852213364,0.24777765
21.79340862,1.400216048,2.196553244,0.443922455
6.070131333,0.447602531,1.488016045,0.406816195
6661.124624,2159.446677,-0.041420232,0.327819364
4.72228453,0.820614412,0.352929303,0.393777011
