a,b,c,s
292786.8994,57764.33749,146951.622,0.498586529
220320.3913,26475.06072,144215.0048,0.423054457
387885.6075,105841.978,53454.29231,0.363571776
367951.5685,80264.35844,107432.5011,0.421626346
758731.3128,124254.7482,329434.4088,0.366607102
413256.8755,91184.55246,129787.5634,0.507564879
144381.5857,35390.58251,33108.48735,0.343673669
421899.1806,82193.10077,227673.4082,0.460471346
7371436.485,1201594.134,2973983.148,0.454134855
4.597962885,0.728142809,1.533411127,0.374150869
323271.3958,35258.86633,211616.9983,0.449308289
824315.6982,169868.9929,328081.9756,0.549875624
221270.2997,59890.36802,31555.79428,0.34907206
14205027.51,3639382.048,2686451.516,0.32539544
1769363.799,264537.2841,994738.8554,0.472777743
912729.5329,170386.7723,321410.8955,0.42440916
372096.5874,70243.51123,142112.4221,0.391871523
744895.3397,217290.9229,149742.1067,0.226132539
330710.6183,75156.39179,100041.4551,0.418609878
1258568.423,127197.3826,1013886.713,0.47613845
13368788.26,2317782.814,5802681.803,0.384648702
178782.4181,46460.72735,90889.74499,0.395766059
188294.4892,27238.82231,65799.18412,0.261916942
857613.9547,161853.3219,388594.2376,0.418545856
325715.7776,71848.57048,92999.60002,0.421914865
285733.2155,36831.60742,164241.2133,0.509565334
292429.1022,71949.48152,65999.87531,0.361172809
348895.1811,66338.61661,133589.842,0.4077559
769660.076,132063.0963,304294.7648,0.375012899
154346.9143,37959.9914,50627.10417,0.328442587
9740.54029,2454.204005,2591.125199,0.345350053
324362.0434,91714.68295,132928.9676,0.464927809
569065.691,117696.2503,231999.7739,0.466872518
174229.1207,56423.46424,30682.06715,0.370839692
552237.3444,127961.6024,209361.0778,0.422578454
869750.0467,173176.0045,409247.1748,0.469115913
305182.234,78096.57163,89170.35279,0.378943465
216559.6984,50132.64843,60592.49757,0.388712718
368388.1117,108309.0001,87804.26062,0.431152541
572348.7411,94010.6194,256237.375,0.445054079
257152.1097,51503.39857,156644.4706,0.447480068
476447.4434,93831.52823,205642.2512,0.409534396
562599.8211,104460.5679,142134.7662,0.295003706
349987.536,80335.01821,201200.9007,0.547637773
211703.1826,45849.19612,67187.35542,0.423846523
6.105160162,1.860700615,0.608827655,0.309666076
313074.8322,63385.95449,100459.1147,0.365551255
63240.77645,18306.03387,766.4684007,0.297126307
4902784.797,727564.1863,2593937.891,0.454104847
453274.0211,118087.4472,103654.6831,0.34278439
1167396.984,120331.2575,628433.3608,0.375035804
843958.815,87589.99424,493686.3107,0.351584981
344811.4603,75607.09641,108416.9708,0.345215429
409455.725,112423.1613,124282.9616,0.426237238
437351.4976,110196.5207,130669.1616,0.410272169
17119671.52,4091830.523,5446457.727,0.383614583
13583898.22,2619081.584,6937506.882,0.481761669
699667.4768,158569.2762,168963.4691,0.412421377
422234.7992,70262.73843,195724.8583,0.339500749
253245.9624,61976.3828,62735.99717,0.310081949
805195.612,237399.4697,253159.3755,0.464103455
194687.8176,46779.90507,44096.03331,0.305114213
708725.8406,100813.4838,306385.2448,0.386849171
501191.9232,121749.2913,109068.5241,0.230199502
12737490.76,2244361.124,4352997.352,0.400644717
259340.4533,67901.60048,120833.3103,0.518250284
301499.9739,91577.31846,68106.19261,0.386534655
457642.5429,94090.11501,190573.1579,0.434954107
675901.7348,107197.0432,237848.2913,0.300428596
689149.6512,134573.8327,255713.1943,0.407470489
417036.6381,80448.7415,139398.7802,0.344906057
876661.5172,143674.0182,459251.7256,0.505270306
597775.2846,93553.25875,317626.4694,0.442175544
1451983.377,107780.4789,1199941.777,0.454949434
339966.7256,80826.70161,171514.4627,0.547816316
344084.8904,74719.81751,86922.43986,0.374701552
253275.5344,55403.33572,130648.6634,0.418249661
563725.1517,139047.7965,184600.8564,0.421783123
345309.7228,42509.21574,182625.6006,0.359139325
647994.3232,136422.7227,257366.9043,0.372166741
224245.3834,68528.71283,31569.09194,0.384942443
194925.1441,51559.45958,57732.60407,0.430034874
324377.2857,75630.82244,95506.95424,0.247556774
219280.855,49173.694,47866.69353,0.3304908
358747.2931,76300.15245,124960.5619,0.3605252
5312377.269,909370.0805,3564399.21,0.445994633
741827.8004,182229.4653,216645.8274,0.27446218
1161998.379,190805.0826,686745.7134,0.476035417
119870438.4,9918161.884,75774282.59,0.416338703
231192.2557,32464.92492,99649.43515,0.342047605
744620.5294,206339.9651,192368.1575,0.406459452
249568.0366,42907.85527,89472.63465,0.289070194
293699.0744,52491.98991,181501.9362,0.486751806
286453.0315,70548.8495,68051.01485,0.358575258
502460.9738,120113.773,151315.1239,0.40215281
69843.28917,17803.8008,16848.22479,0.46116069
325804.2839,93169.77786,49498.19391,0.341241411
138606.6217,47642.34173,28044.16317,0.404482499
10965252.82,2200328.736,3567584.864,0.383254649
752273.7074,138377.1428,255367.4191,0.346901836
378186.4975,85062.20101,158860.4671,0.424887831
266685.2444,64865.93267,65628.02735,0.392004696
314287.3367,43544.84213,171161.719,0.44018444
1259574.791,279615.6314,525145.8268,0.489015661
310321.526,67650.33239,104694.5278,0.480027335
22127317.9,4168455.383,11678253.15,0.437018914
1895120.159,415484.0095,532321.9969,0.487080742
8089824.542,1272380.46,4309849.261,0.4213424
1270907.661,287992.5079,459064.3412,0.437089836
27081064.22,3528277.865,14837675.47,0.401637157
304231.1332,59322.6656,184939.3984,0.517668179
221510.602,53729.09822,70444.74277,0.417492887
5073054.912,445738.5552,3556268.874,0.430453586
1084665.552,282129.9143,393424.2232,0.37196582
326885.5896,73484.34792,88935.16418,0.326039742
272443.427,68065.54585,141856.6115,0.563861143
420924.1778,107388.9615,116639.9185,0.378497646
303667.4058,83211.81494,50354.81672,0.31545939
752872.3023,199691.8764,146499.236,0.507023828
567906.1163,156844.0265,131368.2246,0.395336033
4978.794215,1574.306407,496.1092526,0.321649289
1719277.375,310141.7675,539461.6469,0.326139678
515281.8296,170623.9588,65583.67791,0.261052682
630868.1048,139124.3001,290326.5274,0.503308667
559037.5663,166677.1447,192503.591,0.429459389
594871.6252,92201.65436,306141.8507,0.418003687
281623.2706,80439.078,46887.3236,0.32748936
267915.6739,24992.86671,216156.7902,0.454233404
231174.1081,37080.44278,171971.4556,0.523187945
650530.1507,209692.5714,222918.6261,0.478447642
3210054.45,511976.4437,1566841.818,0.406077791
320440.7659,86465.23874,84207.53716,0.402875892
653153.0261,139427.2848,258634.628,0.448772057
49752.54098,11928.21703,1976.230161,0.331078075
727920.1611,123243.9698,376157.0017,0.470921245
1344801.53,296182.0306,437339.8876,0.237001757
7563959.317,1571522.768,2770858.106,0.375275818
216496.1956,50263.31512,46739.68842,0.336312364
433131.0848,102618.4354,93380.86395,0.226001091
1008692.884,145938.2089,564637.0808,0.466199724
769763.8487,150121.6698,260270.9572,0.409870389
264428.7113,65873.50378,80088.02665,0.410391041
14419.31275,3095.532108,6430.072485,0.34776557
2555012.915,682254.5697,686742.0021,0.430276199
119296.8823,29991.14486,40510.72299,0.377346844
339229.2863,80497.90515,97211.37394,0.366988971
2433.207533,627.5242058,0.00E+00,0.249315148
141181.6664,34177.95711,24323.31023,0.253513388
425213.279,133119.7008,114566.2762,0.416838483
754136.1347,199678.872,250913.1846,0.437424698
2882626.068,353698.3544,1665965.462,0.478470898
1333032.552,319871.1728,468597.3708,0.421263474
750889.4747,52435.98345,506656.8857,0.434377196
184903.8141,50515.45969,43650.68345,0.266243112
181668.5807,47242.50242,60412.18564,0.374857843
1697409.178,446324.5083,366831.9593,0.296173679
947417.6179,185395.5128,420119.165,0.451409669
502064.1938,84954.62484,285986.3012,0.471289346
345222.881,78763.1887,108706.8088,0.377516987
470297.6078,104719.2012,137492.5264,0.482922505
1170537.581,226174.1593,726509.0857,0.546002962
208885.2749,59392.86668,63931.82763,0.383512199
422777.7335,92980.51444,103522.6237,0.384505847
645377.8026,131547.933,354960.5798,0.493079759
416186.0586,127310.6374,185405.4696,0.509818114
450733.6298,108388.0133,169941.2309,0.323627169
1822921.032,229185.1875,1095237.515,0.475926446
462776.601,58811.51694,285500.8405,0.444274003
350380.67,60361.66974,119423.4702,0.406300431
312162.6897,83816.90312,116791.5399,0.45982077
22075726.76,4128939.577,7632953.176,0.319560423
797373.8014,157373.3206,255878.2804,0.231561285
297368.6969,88365.0979,37674.0561,0.323048884
1362637.79,305005.1446,559105.183,0.379408954
413794.9189,80067.45589,146406.5123,0.313153804
354568.7065,79197.50066,154570.0229,0.361684048
2380427.483,423063.9591,1419262.489,0.539771867
456536.5043,62886.77702,215732.7299,0.359187531
444320.302,90691.61856,184050.7314,0.486504141
1642537.764,282114.3916,923060.1393,0.459118782
346300.9455,80441.89232,86680.79096,0.346139074
1930464.866,304727.5128,682708.2091,0.353604643
255621.7431,65071.25839,105391.1028,0.487288924
380021.985,87167.98417,175906.5285,0.501842582
349966.0994,55924.98179,153189.5235,0.457818457
590947.4237,160145.589,200981.0357,0.380803523
379859.2511,63999.3517,231287.0628,0.505778507
59.10231544,18.42836455,7.615806298,0.289455167
16196336.19,3887803.852,4355636.999,0.425710713
488469.5456,88459.98346,235460.0806,0.428235317
707525.1655,158446.4883,278136.0854,0.424664841
8750082.255,1543272.946,5080607.44,0.557565368
296521.788,58576.56804,123409.11,0.293461982
324481.1427,109705.6833,48548.13788,0.287899211
1465681.52,473920.3443,260391.5773,0.308613355
337948.245,77307.28711,126833.4977,0.404360109
465590.3885,103295.9758,132422.9081,0.455993604
655006.562,128664.9329,401403.756,0.539666163
66.58044831,14.69867628,29.30603282,0.439246682
643872.1488,186736.7496,180395.2154,0.421158323
741136.4405,168832.152,287228.4359,0.433492862
11552894.53,2218793.341,6425361.742,0.449127338
279342.7788,41080.1114,157352.7318,0.528200328
347877.0794,61703.00214,151181.1408,0.388134167
421877.3248,59954.27003,217738.4051,0.501978026
772926.7392,109585.5249,347744.6247,0.461712594
262708.5916,63355.49729,69292.15409,0.344610062
64562.79377,22516.70298,2854.768804,0.343548776
601923.2949,75567.14673,268888.9668,0.308381638
1113870.694,255741.3255,472634.7913,0.444180142
643251.1803,124905.8426,374796.8722,0.55209031
681496.7945,81087.58239,415609.2394,0.436617293
2056.116525,658.5022932,0.00E+00,0.288573743
867251.6528,200303.5227,185462.5607,0.361122958
500060.5982,124448.0162,133034.0231,0.371350613
451874.1787,74566.46558,220610.0749,0.435900394
185749.7115,45313.00969,101227.8202,0.447092588
319756.8061,45730.29685,157388.5348,0.386280191
486164.5571,77076.61353,179673.8112,0.327501207
1006042.296,124050.9181,560156.4412,0.419713033
1482496.124,177301.5897,1187630.493,0.521033834
468580.7437,69285.07972,209734.0356,0.378346951
883841.7766,193982.1139,207787.4306,0.372178707
8180158.979,1990222.949,2235865.501,0.382242214
936554.4185,150428.5792,550138.7441,0.493956557
1701062.336,486413.6586,679976.5756,0.430475231
353118.2506,109359.2222,88806.50992,0.478852194
525905.4061,138058.5426,161847.9753,0.362905982
1496871.215,484918.4697,396700.2264,0.424647132
68888987.51,14907584.76,30330334.08,0.449718754
215696.2247,57302.70306,61307.28646,0.38972671
714929.9104,86400.61595,321803.1095,0.424976823
402718.2593,64765.44778,160044.9538,0.424059892
402231.8936,51565.88301,203439.3518,0.398790753
582560.2281,145622.0222,168023.2108,0.380002962
502829.5505,69597.31344,246817.7824,0.4061031
1147221.319,311540.453,331755.3303,0.429011079
372172.4512,85082.09038,69728.24276,0.223585593
270978.0973,64677.61318,87534.88526,0.401926615
897198.3027,259645.2057,323001.0096,0.489890395
544112.1187,102137.4459,211199.9889,0.449032019
411672.6285,115587.5859,100443.7567,0.319359732
380020.0762,102068.5526,136038.1502,0.449428987
3728091.588,907596.1953,1110563.846,0.37637859
7627.036129,2198.228644,0.046491136,0.315417091
252583.3271,63176.76651,65032.42929,0.347573548
654019.257,110242.7403,300778.4771,0.504011816
1348945.246,304278.613,433096.5613,0.366159199
556207.1016,74536.20097,323098.4508,0.4370797
363883.8213,109379.639,65652.33234,0.262071006
669710.1819,91623.34578,463515.2788,0.573366175
214053.0045,35644.97145,95574.46693,0.384323477
279558.4508,54020.714,129977.4572,0.499936365
751313.4091,48453.41585,602245.9901,0.494728133
7004971.3,1852896.76,2101791.45,0.359777058
345531.7078,79941.36967,86668.64077,0.441565371
8565.892761,2841.856037,583.3540997,0.413779654
714894.578,179445.799,216948.9793,0.393539574
308094.7251,46140.98995,151164.7979,0.447507159
323408.4179,41057.95543,168199.7779,0.420726864
222143.9226,49010.58683,47098.75005,0.43568687
23590086.6,6951869.053,6933864.217,0.430832115
376005.6052,81750.45009,106129.9675,0.419318475
426319.1387,63479.34602,218381.4854,0.393008822
9745146.018,2290310.271,3029113.351,0.423339953
292072.7685,70258.57811,113916.9937,0.34317025
3605002.125,449517.4084,2324122.167,0.506888831
409071.3429,84316.13914,159238.311,0.437543639
264173.2707,52650.18286,124201.3459,0.448833902
262804.5805,71176.07557,83955.29293,0.41453512
761752.0094,104694.0389,578923.6558,0.528748959
13732976.27,2507341.277,6888550.196,0.45020615
7916346.407,1578612.545,2095251.681,0.379723059
254207.7786,54015.70501,145980.7921,0.493796933
178075.6562,42343.79388,65715.22359,0.346814982
2489737.594,603387.1809,800222.8453,0.374394998
257987.3766,55926.73803,83770.98274,0.405812416
445828.8004,142032.8992,37791.35837,0.315978936
636836.9708,141035.588,295951.882,0.417374817
521634.5188,125632.8514,151191.4544,0.484003621
152780.0309,41358.45261,33159.47583,0.40563109
292036.3131,51496.93558,115869.6546,0.449540929
1036159.518,247675.5229,207289.1663,0.342384758
15444.1807,4166.395645,0.153721595,0.328329295
364160.4956,58108.28494,199027.6879,0.526457745
375690.935,64197.93364,227224.5966,0.487550142
522568.1905,106965.9345,216115.9354,0.440320719
1807154.851,333980.4617,750540.8514,0.399045987
626464.1253,144894.7445,243414.2896,0.461426301
1331659.539,265213.3331,537222.3435,0.296719451
468629.9923,78398.11764,229858.652,0.477318658
1104969.805,264082.7935,343674.2296,0.457662643
1133078.975,332867.7517,253726.4931,0.430367167
909370.127,208563.3409,300388.8286,0.403573243
281588.547,56153.13963,119180.7653,0.35636401
2242.853594,300.7812167,1359.270553,0.389096234
20780760.65,1851730.994,15145155,0.507798669
340616.8605,67361.18606,139574.6904,0.40810898
458666.998,57909.93413,301722.5046,0.408304437
440165.3029,69619.65771,192740.1969,0.309424686
855123.9112,256755.8044,338908.8815,0.515434831
388761.8379,76851.78548,160178.6373,0.415003837
246850.2695,62425.45802,92198.19421,0.411228451
632539.2734,83325.42943,291788.1043,0.239263876
327749.5987,101035.4402,102067.407,0.425823122
363173.0974,73417.52681,157544.2959,0.470947576
306803.6722,22069.53991,245889.8276,0.486767828
57311.92714,9468.078859,25295.24073,0.416243155
564106.3308,99409.26313,216674.7873,0.321978444
498384.1525,131403.1538,94290.66909,0.357813824
226334.7772,62618.22151,69062.99567,0.359425446
3801616.829,1074641.895,1049592.003,0.405610189
7066737.277,1287554.517,3388531.202,0.489272984
336628.3017,62803.98546,118649.555,0.360579566
477934.9597,93264.71352,175885.6223,0.448879415
195205.5059,70193.41228,40717.66762,0.39508484
1116732.06,290525.3792,352427.6233,0.462572863
789297.8176,144175.6721,427112.4457,0.453444665
375983.472,102204.5082,268595.0215,0.538106055
105605.6637,27457.62055,39751.24979,0.451445202
536826.6354,149615.9436,222765.2051,0.489410487
442562.73,78595.86876,140418.8426,0.408792839
482727.1908,118311.6973,188904.6951,0.500614767
442515.1265,91145.49669,146669.8043,0.428897024
5682.347835,1443.772094,0.007768016,0.274404551
7333496.74,1430222.67,4326860.143,0.513560602
374462.0339,68836.38109,196028.3965,0.439360967
16019329.52,3829969.369,4329047.748,0.365410868
1528190.747,342279.7531,657854.5894,0.412560033
572079.3872,128380.501,175066.8096,0.440335678
258615.0878,64536.82341,113960.183,0.430840023
5988922.505,1592523.603,2245136.563,0.400801812
197866.1885,43736.65819,66533.32735,0.399646056
16.22173509,5.414086451,0.746984505,0.325127518
539422.3969,82951.90986,313490.2208,0.407078505
2129306.925,463992.6548,668339.818,0.3343065
1244504.759,148818.325,812281.1507,0.413611934
6760808.031,1430281.699,2608054.337,0.442807447
236953.5809,38884.94324,156064.5608,0.533810714
509828.6507,95879.30745,129981.2202,0.386051686
1182236.226,167089.6161,464402.3152,0.410735013
626296.5009,130737.1123,218386.8255,0.303018946
165309.229,29633.50081,70155.41827,0.413952049
598962.2631,132300.717,195199.6249,0.458676734
279865.5497,51078.855,94648.80098,0.334538162
618894.3818,176078.2,129567.4629,0.345703522
1206060.645,260645.1803,713382.9926,0.468018563
339978.9113,50667.6251,147757.9386,0.374247823
700805.0262,163742.6999,224059.5285,0.44179148
535603.5799,35404.89797,281998.4734,0.33426195
437511.5207,109777.1776,110129.6911,0.369207409
1256849.474,127806.3779,618305.2817,0.391710244
575072.6111,131434.1376,209138.1888,0.434573281
664551.1245,71201.83987,504580.1451,0.455855524
444674.8958,70022.38627,181515.2836,0.321149976
10856907.93,2723128.001,4588387.511,0.467620063
830230.2801,212042.5563,217884.3443,0.373310787
580159.1445,123346.9482,268677.9818,0.462175263
307154.9298,73652.97544,66940.48323,0.23738458
395712.367,110426.8737,118412.8356,0.466463253
504664.6409,89018.95586,196537.9063,0.361255314
1092574.799,273143.7622,418555.4251,0.404134067
263610.4846,53490.13908,99743.64545,0.425826082
938.7673471,294.5737007,0.816196794,0.282257236
3066104.596,574987.4038,1570403.429,0.488729734
445236.7558,72221.88672,209780.4452,0.396974303
207812.8119,53443.87878,45723.82787,0.438715486
305065.4906,62031.96397,140226.5715,0.538671584
433364.6573,91945.91109,111379.0681,0.441558264
355437.0248,98090.64221,58883.40106,0.308394045
559273.5727,236649.3645,138279.26,0.442523949
302015.6268,53933.99758,111142.5718,0.360645884
1473816.736,308508.9598,504841.8354,0.456813969
726796.8421,165588.6858,236693.7803,0.468455277
19586722.82,2514683.949,8409876.251,0.354484168
399639.9634,106838.4356,98938.10498,0.386572252
546542.4982,153139.3367,158613.1704,0.347578637
567588.5695,107226.7266,217666.6592,0.29420057
580679.8928,111433.8985,293803.1759,0.408795811
501414.0914,130453.5474,116437.4745,0.320348748
2460636.763,363208.3724,1206188.811,0.348435898
459244.5636,91764.10673,156759.1541,0.432936194
453356.6785,114745.5133,156525.1301,0.391393622
338169.9293,116935.4061,53916.66014,0.356213373
247493.813,77351.70138,50820.43002,0.407163151
340737.5587,91444.59719,98284.3915,0.317699538
233014.6812,63718.04773,46510.03299,0.369485088
263704.501,66654.44066,115892.7125,0.512303193
252888.2047,64742.91614,72364.7417,0.403920905
471026.5253,56953.75151,278345.2676,0.417724079
639565.6713,161378.3382,237540.1116,0.42738159
178955.681,59464.83471,84477.62445,0.519836291
516068.7062,128834.0037,273284.1687,0.513466722
638494.3563,141938.4426,265262.2285,0.434570564
462604.314,71688.58376,218447.4432,0.354120452
874408.4769,169546.3627,417969.7286,0.382807562
323519.4014,62395.66524,154308.4461,0.464951243
36.6042926,9.860908278,8.922512174,0.292471321
486784.3851,92447.35716,151936.076,0.379387533
501573.8317,128519.4594,135747.4805,0.371942775
301052.4189,69993.00393,104486.3086,0.427050195
106248.8498,23118.01277,28570.40228,0.385022299
385575.9398,100446.8211,100984.4509,0.399997112
472869.7277,28626.96909,396615.478,0.490276566
825938.7703,153455.7441,329450.0876,0.366756508
401332.1572,124433.2499,115513.7571,0.44367229
283682.0188,57531.93526,99950.34619,0.399874448
2866231.579,759242.0778,742030.8525,0.382502052
1588905.705,366509.7377,458921.5481,0.303862635
548072.9179,150129.3031,174826.2719,0.374404041
360153.8557,77571.25567,184958.7462,0.491525319
406578.6406,83924.77087,182570.3252,0.501492476
106110.5805,28951.00164,21449.58946,0.365025527
900233.0648,205939.0006,434543.2279,0.45307809
662258.1048,118327.3895,401724.8505,0.487227495
7956.544107,1802.595818,0.00E+00,0.308050815
470486.1535,92171.11644,198283.8132,0.450532138
512874.2367,137709.8519,108646.973,0.373878587
8270292.868,1889582.822,2876549.076,0.383617191
205898.2093,42638.61933,76997.53815,0.354781157
331172.5977,61921.456,133699.2796,0.500050485
554848.4984,131643.061,215036.4147,0.506878245
265589.041,51832.61517,121020.1472,0.492518917
243584.705,46509.35629,97987.56439,0.318744274
467766.0209,44502.82628,203116.937,0.28256844
882163.9643,127369.1405,558651.4968,0.476457086
1058573.322,211612.9885,554144.5582,0.448804121
742615.2376,204019.6584,213825.8465,0.300911495
105018.8571,38020.84587,11802.35925,0.217764494
128287.9278,15926.338,68777.26204,0.39381554
183466.6761,43857.98442,34143.42682,0.361308399
272650.3347,64461.00312,54491.1387,0.315584467
396600.8482,114838.6824,89366.39063,0.409562579
2193685.15,726555.7912,600682.7548,0.471362457
2457135.75,493626.6932,553705.3604,0.380246309
227197.55,52030.5414,86635.96128,0.446291609
473787.4211,107015.8211,169422.9848,0.356228616
212523.4166,48321.68426,69530.54122,0.372599012
1076854.074,207406.7968,489229.0442,0.430725776
377245.681,50849.68151,219115.28,0.497154323
5195368.914,1410131.824,2097594.549,0.446985859
1896496.875,283540.9626,870662.3318,0.423285944
211664.6649,45558.44388,101718.4224,0.449780084
239779.6495,46363.63531,81160.99317,0.441415158
608053.8669,120516.8627,199126.6845,0.290035738
303493.9736,67056.91444,81059.42348,0.334066912
7141853.271,1595227.546,2442128.143,0.407480805
1186757.985,323086.4752,336821.0468,0.415163635
284830.0609,73175.04631,87735.82627,0.426924372
3.537635867,1.153482213,0.00E+00,0.270026619
510855.2824,90951.28178,240251.1183,0.375710287
722189.646,65222.30827,328726.0738,0.350267839
6651.076231,1821.150129,0.00E+00,0.302692441
366591.356,95485.32765,121945.2133,0.416084537
467763.0931,73495.4428,261470.8328,0.443498539
440320.3571,83986.97448,166610.8531,0.391441753
349355.5023,82782.30705,62503.52825,0.373638057
281619.3775,65510.93313,49173.10352,0.325941702
7102505.539,1490154.088,2289713.919,0.32438695
980096.8964,85409.97051,723728.0452,0.495248095
670319.46,110407.1815,301681.5672,0.353627311
14929867.37,3367516.772,4582867.127,0.397541079
6888493.998,1724682.061,1992480.248,0.330674079
1235931.731,217469.3143,473706.2639,0.40964072
323649.3835,112315.5582,72842.84776,0.429657291
808936.9037,201761.7545,298242.9911,0.438026548
437295.173,86483.69224,120874.8082,0.395104693
232811.8141,42676.14568,128840.672,0.574945056
673060.1152,172592.1879,143339.624,0.435199362
264256.6455,50962.01528,100526.6393,0.346258194
6.11896366,1.615218835,1.285232627,0.381367979
1041114.48,250168.0571,334288.4183,0.507596688
364868.5553,46660.72126,180263.2553,0.4314708
169944.0808,53690.84471,10452.17102,0.283629692
336424.3351,38977.57057,219749.4308,0.536043157
413714.8053,65598.63517,179302.5405,0.373368701
99888.44437,34906.00832,4662.739132,0.300068499
346432.8591,49858.9358,232786.1259,0.456130815
2313642.192,200842.1272,1425935.478,0.401816624
49033.09816,17605.62487,3637.959527,0.39735665
370645.7173,69387.59636,214572.6257,0.471790908
631492.7257,184632.7962,199817.583,0.475654361
583720.8778,65325.06642,472751.1136,0.474610062
794364.4891,164512.4562,255760.1837,0.333577543
359089.6859,79396.64837,110817.1611,0.244182122
162347.6004,40547.73756,24470.53377,0.415768377
98180704.49,19404457.83,29307601.99,0.253807623
577810.5916,56824.43361,464601.24,0.514989808
465595.1332,49760.1749,284743.9436,0.401828835
354964.5129,44744.42043,203789.4537,0.409986363
382076.2516,90563.98979,87134.41042,0.262850737
780114.7415,105128.4269,504485.2228,0.400526367
384460.3966,79202.26523,126765.6721,0.394706216
1376469.372,396639.4026,324214.3972,0.326040026
750300.8361,175469.0958,271126.1354,0.401740505
2795379.947,518923.569,2185248.577,0.509794663
950736.3614,296433.8199,145804.4576,0.394824281
448201.8158,142598.124,160885.6488,0.413745763
1069525.984,108940.2429,680510.3487,0.523772156
1010999.105,194238.1743,441363.1951,0.517584519
771246.606,177471.1926,227197.2575,0.440004155
2481997.056,412133.3755,1286742.471,0.382269855
583883.8221,94220.93821,335781.1,0.47165558
558806.0801,127053.9644,223425.3258,0.446414822
868402.988,197257.6367,345773.3446,0.492470458
730428.489,143028.8276,267985.7612,0.260181447
205349.0095,36574.21714,83099.21936,0.317988342
943268.9104,190914.4894,497669.3618,0.422684449
1684869.599,379727.6331,693823.3102,0.435117739
270040.2918,49506.67235,110249.0391,0.329596461
401329.1389,91899.23447,140985.076,0.347888222
376020.9646,66866.30677,200438.0203,0.466250833
225882.4669,46331.58876,61888.92116,0.32166787
982661.5832,213110.4321,296652.021,0.362136818
554296.2668,150039.0598,195616.1623,0.504153479
221359.3782,48322.44086,73221.3973,0.372798689
199511.7498,52498.2072,51488.45116,0.379410427
411252.6806,55807.77543,322952.0716,0.579064844
405242.1728,127571.6591,65483.05721,0.402879416
358503.0299,101069.4991,77548.70241,0.378485897
74651.24382,22153.6261,8610.095144,0.270304093
23806065.1,3508552.884,11853458.17,0.421945643
556393.6928,105755.7643,210254.023,0.390875797
527476.889,77671.17893,312152.6335,0.463060984
107531.7742,32843.05289,12569.16086,0.314897611
1191569.257,245426.5754,455160.654,0.341747716
388228.9716,84497.9711,186612.963,0.470101277
3825.680028,849.6916072,29.25354842,0.206150346
1020458.909,169786.4002,407319.8056,0.365204414
798119.7097,137696.5055,442642.3718,0.458870338
432683.9763,78415.98386,168335.3943,0.434325311
253651.4914,70270.28153,62073.07684,0.315777411
284468.2252,68867.78395,74671.9184,0.284614108
958975.559,266700.801,254012.699,0.350971785
364023.8591,74219.45808,99737.35121,0.265212605
222461.4274,67435.15794,40007.10866,0.382400358
53852.73484,13631.83126,12372.1297,0.287010087
688709.9293,138928.8825,339103.7451,0.431331627
493326.7195,141120.9798,84986.86359,0.362458694
1347414.493,206158.8981,575813.3394,0.413207935
1174483.719,211311.4936,595489.0224,0.474414521
13060985.32,2955716.542,2630997.333,0.369678497
279695.9591,62650.01621,73922.53113,0.313843558
447944.1633,60676.67639,264040.3522,0.417553214
19352152.04,3747785.903,10697399.28,0.494445307
165289.6219,38385.24796,59361.20103,0.472593925
4624642.313,711568.761,3041952.369,0.529958455
460144.0024,74974.45256,216020.8234,0.505394735
753236.8145,68591.85679,536527.1313,0.458671873
149470.6391,44464.58411,39912.24958,0.391971971
1177226.374,364303.9769,612399.1332,0.520588512
3128633.405,809370.4265,808022.6315,0.384931135
307805.3474,90043.02383,44232.90783,0.282897077
321656.4207,47923.57254,143802.4863,0.370785438
1030333.902,201858.5201,459428.0821,0.479086637
480973.514,51006.70551,327384.4277,0.48527507
422872.9922,75431.7875,199656.143,0.42197525
290644.0146,68403.43691,153558.672,0.552279464
874475.9092,151312.8866,354761.0896,0.426003924
3726246.809,960364.8272,620479.3343,0.3657508
849050.2636,172564.1515,283019.1946,0.374851013
1647655.428,246006.1404,948889.8123,0.516518374
548870.4861,66759.15158,507509.3902,0.537748119
596771.3742,145302.6852,182762.9283,0.423262932
527457.6998,120822.8696,160648.9747,0.326392017
115324.723,26411.08095,26920.42349,0.357045993
385298.6445,116038.3511,101433.5801,0.469317369
210398.7956,41763.03298,80347.25864,0.392246858
661108.5115,119498.5678,267835.7328,0.356836855
571792.0033,106711.9945,367713.9756,0.397148522
584375.3104,125593.8031,188511.775,0.326011169
9998572.902,2515394.549,2625187.281,0.410548358
984209.2017,199154.1767,290961.0937,0.378055682
413021.969,91684.94767,233321.0694,0.435338819
1035750.658,265931.612,308220.9359,0.338049312
1793.31662,472.2169897,0.00E+00,0.322375568
439952.128,103634.4505,148451.8892,0.442795532
546903.2406,135113.574,165730.4136,0.340400693
1708255.569,450219.6966,579443.7914,0.437222626
250828.7409,53054.78762,69795.38664,0.35860698
1567105.199,403029.7231,555450.5418,0.443066011
416827.2142,111609.9217,72118.78644,0.211383888
657796.8965,115695.1509,326156.7016,0.409828891
7672490.216,2664397.329,1852215.095,0.440207471
422053.4591,67205.23072,186859.3143,0.402803658
647681.6599,139868.4822,307005.3958,0.462335525
1115959.964,255111.4447,467278.1379,0.461974876
