a,b,s,m
1.731907543,0.26077616,1,0.464640963
2.379228488,0.529631027,1,0.529632795
3.192966368,0.739988803,1,0.392708464
2.711469919,0.455909268,1,0.373476246
5.437145186,1.355601948,1,0.355411854
4.439288038,1.548788121,1,0.391282
2.464377192,0.547049017,1,0.398601
2.527786127,0.642450117,1,0.46552732
2.048611345,0.442086921,1,0.499523247
6.977601867,1.954365078,1,0.312307728
3.774694124,1.128980123,1,0.378393707
1.752001359,0.189223405,1,0.39836552
4.027770929,1.064100799,1,0.40387477
2.311620834,0.26289625,1,0.305434601
3.099736771,0.815268992,1,0.407248575
2.857811612,0.613076521,1,0.269439051
2.404722316,0.575069012,1,0.434586701
2.698676379,0.431123752,1,0.354385897
2.837196735,0.726429932,1,0.424029827
2.917319454,0.762013056,1,0.323121011
2.894416505,0.769720349,1,0.458282322
1.744864149,0.157147346,1,0.384257597
2.384126168,0.53122868,1,0.440880951
2.371161803,0.439655493,1,0.418615812
2.372742832,0.458366924,1,0.434195331
3.21566967,1.123939875,1,0.490137725
3.982178327,1.002747682,1,0.378825494
2.754462458,0.554270418,1,0.446803265
1.815444884,0.266649648,1,0.491740912
3.794597166,0.986920376,1,0.280721325
4.303084235,1.127333189,1,0.414060121
3.144662426,0.944455512,1,0.478760286
2.520136403,0.452436536,1,0.375703131
3.960883539,1.205181352,1,0.405239925
2.791838581,0.564488511,1,0.374715419
2.085571539,0.507828774,1,0.511326417
2.201991802,0.516594107,1,0.465323504
2.888711291,0.711996032,1,0.496061279
4.354331214,1.180653956,1,0.294090163
2.523706406,0.696931867,1,0.548535313
5.829525699,1.440467198,1,0.3232363
3.214951637,0.690729389,1,0.401785707
1.971952643,0.318428124,1,0.453353529
2.244674316,0.497010188,1,0.455490993
4.30320437,1.224962467,1,0.446506464
2.235398232,0.446676626,1,0.437271033
10.41662428,3.526565614,1,0.342627125
3.377472219,0.838373131,1,0.409101552
2.700025653,0.581286978,1,0.371128045
4.1867193,1.164809799,1,0.401777651
4.273326978,0.857445306,1,0.29507135
3.315881653,0.896236983,1,0.368370343
2.498873237,0.393844754,1,0.402636561
2.219927368,0.484310205,1,0.51755095
2.563877537,0.528923469,1,0.436662929
1.905990353,0.3864976,1,0.471893331
2.732595732,0.565878642,1,0.343497106
4.678350878,0.887688508,1,0.251159461
1.804906732,0.225331041,1,0.50361008
2.029470146,0.304973275,1,0.513798935
2.846504236,0.563590644,1,0.312080263
1.473151706,0.219689013,1,0.54868828
3.555974405,0.954847971,1,0.39652955
5.690861267,1.869339213,1,0.321960953
4.91244932,1.499303468,1,0.380222145
2168.314216,642.1677968,1,0.275829275
2.2362994,0.399496996,1,0.43156133
1.353605411,0.193537807,1,0.553527352
2.068311645,0.236424484,1,0.365130117
1.731264418,0.143014241,1,0.339902759
1.739511684,0.214134259,1,0.473210315
1.564797294,0.173452958,1,0.511154299
2.555487409,0.419964437,1,0.277826472
618.6922768,160.7252201,1,0.549886918
4.724142328,1.29241301,1,0.271264916
2.853831738,0.49643665,1,0.327752817
2.26011786,0.490314463,1,0.468408711
6.031134426,1.847494013,1,0.297124512
5.108047828,1.637028858,1,0.466037051
2.018194882,0.221907942,1,0.375220219
2.593127051,0.602205081,1,0.415319824
3.512440334,0.614156172,1,0.241693354
4.895026922,1.248044785,1,0.361571243
3.336738342,0.727181634,1,0.369294066
2.201601503,0.483349969,1,0.457549427
2.489882069,0.539662065,1,0.459001507
2.365291899,0.540645945,1,0.437583853
713.7027811,266.6484277,1,0.399450217
2.124729025,0.425538317,1,0.550001893
1.732416737,0.267274194,1,0.43043381
2.025527023,0.237517356,1,0.415718442
3.038018197,0.805534739,1,0.449038598
2.067318498,0.252765343,1,0.287452195
5.073828955,1.316109179,1,0.46957247
2.578097608,0.459832149,1,0.395365366
6.128745573,1.820148563,1,0.399309548
2.507767135,0.476938528,1,0.417752966
1.885742846,0.219156609,1,0.369110847
2.057817024,0.437610805,1,0.475922217
2.021202649,0.418101555,1,0.431950969
1.470335618,0.190868301,1,0.573575389
2.592879264,0.588647137,1,0.516735311
1.472891358,0.202749306,1,0.423834082
2.356322355,0.50910791,1,0.466445195
4.123545098,1.090950866,1,0.438330149
2.395770584,0.498164697,1,0.402305817
6.362001037,1.55138563,1,0.262006804
3.407675658,1.065298227,1,0.417831974
3.461051752,0.938260531,1,0.511773447
3.247983709,0.735960456,1,0.401302174
1.717814916,0.326374711,1,0.499886148
4.266919159,1.03439753,1,0.365293232
1.680162417,0.230129078,1,0.417629801
1.92246882,0.278514349,1,0.458090483
1.649783603,0.242673228,1,0.421450152
2.334162748,0.46442916,1,0.453480008
3.070289155,0.868676506,1,0.489880137
4.491618931,1.427390391,1,0.430956991
1.610176114,0.249910192,1,0.485770415
2.147635824,0.51760376,1,0.473665826
4.31020715,1.025813628,1,0.3902194
6.6970681,1.959914182,1,0.288080115
1.374326218,0.217416533,1,0.522448669
3.332426497,0.870765964,1,0.33611247
2.590718548,0.573123281,1,0.434795538
2.67275597,0.539558846,1,0.42486927
1.992740817,0.31520994,1,0.497040575
3.640774822,0.796667409,1,0.32321826
2.433922157,0.456754666,1,0.442063615
2.871364093,0.707921266,1,0.520968163
2.675719577,0.649278494,1,0.385572009
4.398953916,1.60474258,1,0.439747651
1.806515715,0.246249373,1,0.490313386
0.947417243,0.030745647,1,0.439872859
2.748451463,0.72073586,1,0.468628842
5.950094281,1.863386515,1,0.381327619
3.063541724,0.655953326,1,0.387432879
2.841698114,0.734370377,1,0.400296287
1.317392873,0.126491897,1,0.527154715
2.66275327,0.555475041,1,0.420216138
2.585028255,0.565080536,1,0.430316255
2.838597005,0.604712342,1,0.487838748
3.085676226,0.644066569,1,0.334156351
3.208995668,0.651914536,1,0.376798477
3.135069512,0.665864887,1,0.355729946
3.073861733,0.582807412,1,0.424027197
2.22385096,0.501839292,1,0.451131857
2.548735182,0.530535612,1,0.390631942
2.687830428,0.54382185,1,0.351105786
3.50855036,0.916411357,1,0.419479147
5.164708801,1.619331179,1,0.346127028
5.525895376,1.014107384,1,0.348775847
3.336773295,0.727157776,1,0.235927119
2.627757549,0.594367706,1,0.457142892
2.231611116,0.357669936,1,0.471631524
2.333140776,0.455436961,1,0.440799336
2.150561087,0.362689839,1,0.358778
3.671832113,0.905706068,1,0.327742812
2.212702308,0.269466489,1,0.315981272
2.779996573,0.629333472,1,0.48833313
8.676710467,2.261418773,1,0.327340161
2.306478413,0.430553747,1,0.471973249
4.297652361,1.028313564,1,0.30906541
2.304496999,0.278736683,1,0.392862305
2.764698687,0.632112536,1,0.401401149
3.723491929,1.024741586,1,0.448696176
3.451833792,0.752880609,1,0.362660522
2.611647488,0.439876859,1,0.366559659
6.917929766,1.85564134,1,0.283120785
2.867692679,0.443577799,1,0.39650517
5.851053457,1.812945656,1,0.3662698
2.501963948,0.553051028,1,0.442835485
2.167206576,0.462627236,1,0.442921503
1.393031244,0.159011492,1,0.525447069
3.140069201,0.783792097,1,0.443956809
2.07369807,0.296635825,1,0.397893313
4.216524941,1.133696921,1,0.358440588
1.361538269,0.226572291,1,0.540621865
1.284482349,0.12790775,1,0.492443745
2.109812946,0.385949381,1,0.458475138
1.707669915,0.331198086,1,0.484232914
2.974768653,0.845451413,1,0.410662855
2.179110706,0.551804914,1,0.442915677
2.405835381,0.485008349,1,0.382932621
1.517330582,0.143441554,1,0.414787276
2.895894271,0.636749683,1,0.357829577
3.472931383,0.523750947,1,0.312834515
1.889577752,0.306998466,1,0.41300725
1.527992022,0.128851615,1,0.31446306
5.075063436,1.456679577,1,0.218240606
2.900833384,0.60194381,1,0.414890536
1.672447774,0.2537561,1,0.449270058
1.870580962,0.294440545,1,0.375919676
2.351103933,0.469352367,1,0.273172515
3.311043546,0.59011655,1,0.358234831
2210.034112,621.0576863,1,0.303901146
1.945147973,0.223224314,1,0.322278889
3.257489843,0.838398985,1,0.369822132
1.411561054,0.102554145,1,0.420800746
16.42992171,6.048653845,1,0.293241158
3.202560876,0.764726489,1,0.41126829
3.720174031,0.897919746,1,0.357102267
2.366945115,0.433629775,1,0.411885788
3.737350903,0.893436016,1,0.36641059
2.011586911,0.310952424,1,0.418540835
2.121600396,0.302332919,1,0.375730144
4.1695216,0.983156619,1,0.336676198
3.804871284,0.948497125,1,0.383222034
2.464799805,0.487010951,1,0.426881555
2.506445574,0.480567521,1,0.435699375
3.657541871,1.063565438,1,0.325795635
2.040272948,0.349056422,1,0.337427221
1.757687487,0.210242768,1,0.449545611
1.551407947,0.2913229,1,0.523860273
4.644417095,1.07419129,1,0.280157197
5.516094801,1.461815739,1,0.449915552
2.693169388,0.543045494,1,0.323582281
2.69253575,0.42306234,1,0.351858759
2.267492923,0.506360395,1,0.477893467
2.728016383,0.824303924,1,0.472521589
19960.69984,5095.816362,1,0.314899637
1.997095983,0.325084645,1,0.43845674
3.442802852,0.918188667,1,0.366804894
2.233437464,0.229618379,1,0.35342697
2.689497658,0.704956415,1,0.410603984
1.288890181,0.1953684,1,0.525555978
2.574964461,0.652211567,1,0.393936486
2.198828355,0.501872569,1,0.443615606
3.494513184,0.766099442,1,0.366661581
3.352930031,0.75791068,1,0.401034651
1.148922079,0.10977352,1,0.537953845
2.653712761,0.426281499,1,0.267556
2.274533504,0.489177409,1,0.488676795
2.069948155,0.418922855,1,0.426541638
6309.900676,1891.028695,1,0.329778137
3.45588465,0.85041261,1,0.385797888
3.098999795,0.513988465,1,0.387656164
1.534593888,0.288076407,1,0.563865367
3.255754503,0.680110375,1,0.422841924
2.373255945,0.442103907,1,0.440937735
1.376175161,0.218280592,1,0.379918825
4.383612339,0.925683752,1,0.340072171
2.955193024,0.564959987,1,0.446457097
2.762818402,0.592033072,1,0.411595404
2.470970161,0.556226051,1,0.476937219
2.062753848,0.337593104,1,0.457313116
2.838113399,0.641753745,1,0.449793104
3.328807635,0.637572153,1,0.424913888
1.875626067,0.31563853,1,0.468405745
3.090003462,0.765764741,1,0.380109094
5.292736505,1.550302551,1,0.382401503
2.805441543,0.45823102,1,0.364233801
2.874837027,0.765566665,1,0.504963345
3.103416638,0.720560446,1,0.481644361
1.709798426,0.253100515,1,0.445393784
6.963579723,2.284860559,1,0.342657784
2.405994389,0.437631224,1,0.343636325
1.701844417,0.196781558,1,0.443760522
5.558433902,1.548787723,1,0.322739721
1.537811251,0.255725757,1,0.486488079
2.854207539,0.660486376,1,0.457337908
3.172082085,0.595578325,1,0.234037494
4.52391991,1.554800066,1,0.430836503
3.034035376,0.668798339,1,0.46450841
2.725526639,0.577895165,1,0.401265316
2.0564448,0.278502253,1,0.415582083
2.984140541,0.901031738,1,0.495422339
1.604171183,0.191136876,1,0.472129537
1.142171503,0.144417899,1,0.56257417
2.113225994,0.445635165,1,0.477888017
1.254124664,0.159425803,1,0.513812097
2.969203302,0.840591204,1,0.478321091
3.097489021,0.772492104,1,0.437393488
2.003808771,0.358530606,1,0.463138691
5.094960038,1.420793518,1,0.369980441
2.7421315,0.399216816,1,0.258820779
2.28849093,0.538861999,1,0.479817673
1.839331956,0.339329579,1,0.481575215
3.267777409,0.854790201,1,0.463754938
2.621709898,0.701313888,1,0.421367122
3.146794908,0.654525556,1,0.391599004
3.252734558,0.426102309,1,0.282870939
1.46013203,0.238989842,1,0.476568832
8793.456774,3225.043237,1,0.289731616
5.770564368,1.765547474,1,0.309339866
3.562281987,1.112497438,1,0.471144613
2.568018324,0.47540486,1,0.420867255
5.426049001,1.411580471,1,0.315105351
6.010341123,1.381927196,1,0.341965693
1.38258264,0.128990219,1,0.448033737
4.620084072,1.2460105,1,0.364330737
2.153677562,0.370206047,1,0.458671024
5.440877974,1.537728034,1,0.358732457
5.228605187,1.335292768,1,0.324849946
4.186972671,1.139174222,1,0.433265142
3.027959073,0.650117106,1,0.36251979
1.963952969,0.22730084,1,0.492600858
2.588208571,0.418251729,1,0.453053528
3.641008899,0.935380587,1,0.349675711
3.746341929,0.830692909,1,0.401388623
2.573151081,0.570367918,1,0.488461704
4.891048343,1.410618104,1,0.419499061
3.059470834,0.854099724,1,0.418805493
1.933099622,0.286062894,1,0.366072496
2.216222639,0.449505012,1,0.403672772
4.115697072,1.022583882,1,0.374198743
6.619982817,1.781621214,1,0.259942092
3.522841455,0.903034361,1,0.370041221
2.76435036,0.512747092,1,0.408870083
4.772004958,1.148786453,1,0.373997261
882.4023799,237.6708448,1,0.498090312
2.484854066,0.464229822,1,0.401803447
2.460854821,0.556076715,1,0.431303881
2.13037422,0.408253789,1,0.426176017
2.6408438,0.646468434,1,0.3960115
1.49654466,0.258573914,1,0.546155513
4.054707752,1.237505188,1,0.361591174
2.814729524,0.602369232,1,0.404184403
2.465826828,0.455660164,1,0.422087333
2.580459174,0.663133376,1,0.386130883
3.518848055,1.003025701,1,0.430752642
2.07845327,0.477176877,1,0.470880716
3.38989847,1.047924248,1,0.455397454
3.947623653,0.981490744,1,0.400237582
3.56147013,0.921329104,1,0.450743585
2.525787318,0.428733394,1,0.352427597
1.65842981,0.254472382,1,0.547930447
2.970707339,0.670442313,1,0.407698285
2.544106407,0.66245844,1,0.500134279
3.190818085,0.723805105,1,0.381620286
1.197074032,0.101096287,1,0.51864932
1.879728966,0.327262889,1,0.480552583
2.482174971,0.439911719,1,0.370283983
2.227462481,0.359587421,1,0.405733118
2.946798147,0.704114113,1,0.464766252
2.774869117,0.84760718,1,0.45036431
2.500611921,0.473474853,1,0.526815826
6.876891428,2.173577533,1,0.333451049
2.61327875,0.439544695,1,0.372386545
2.437032817,0.398399699,1,0.380806844
7.244675664,2.01111382,1,0.297202811
1.963022769,0.348510851,1,0.49255484
2.304492287,0.474630517,1,0.436353336
4.812502939,1.083890194,1,0.436652074
2.868923276,0.604620644,1,0.382776273
5.347539996,1.500211225,1,0.324966802
2.47936531,0.482885627,1,0.519818064
2.707542826,0.460293442,1,0.335511344
1.988507248,0.38014442,1,0.408312592
4.426703786,1.294303584,1,0.429848786
4.227126103,1.125021299,1,0.418055857
2.412629485,0.546465354,1,0.380173482
1.509145837,0.208351876,1,0.581225239
1.931612369,0.308609873,1,0.463912078
2.755757865,0.606340157,1,0.325097797
5.429993014,1.612396055,1,0.364396775
4.089270666,1.117617621,1,0.299794731
4.056929983,1.115601394,1,0.39792612
5.038966565,1.490640259,1,0.326905938
3835.852147,1139.8011,1,0.265953565
3.898223207,0.902070343,1,0.424708417
2.615940669,0.697728263,1,0.430807706
2.69151148,0.579596208,1,0.367800762
