a,b,s,m
2.656523375,0.496950763,1,0.444631677
9.101012622,2.603119577,1,0.317635582
2.232524287,0.443216069,1,0.394286724
2.572463953,0.468903218,1,0.392965583
2.026191066,0.391029756,1,0.459623523
2.055461035,0.508352428,1,0.483277083
48.59957885,15.06627045,1,0.333330911
3.96763429,1.10675507,1,0.251546442
6.146159568,1.668073907,1,0.239816553
3.179028322,0.846603731,1,0.385665991
4.000783235,1.310461895,1,0.444871037
1.615501555,0.206325584,1,0.514050093
2.055340872,0.344763393,1,0.464097432
3.71227577,1.211378064,1,0.40482279
2.925652799,0.685152138,1,0.375041038
2.462749059,0.552949583,1,0.445688498
3.034671757,0.83994451,1,0.464422495
2.183513608,0.470679086,1,0.502606991
1.99854453,0.464623359,1,0.546414387
2.18713321,0.296333825,1,0.315883898
1.349596573,0.149515016,1,0.538212848
3.347474729,0.963131229,1,0.407448082
1.667907054,0.241316545,1,0.56997931
1.884064115,0.239395579,1,0.359128015
1.791355356,0.270146641,1,0.41902919
2.432338983,0.409292264,1,0.3842939
1.229234375,0.157400478,1,0.550245015
3.145796307,0.70417568,1,0.373373734
3.599961139,0.793152206,1,0.424499851
2.639615627,0.550507846,1,0.264743074
3.443550879,0.795578253,1,0.420703522
2.488284219,0.504462826,1,0.382423703
2.587392016,0.591634938,1,0.463191516
6.728536874,1.575985654,1,0.423596469
1.925580288,0.414214561,1,0.53739288
3.373232939,0.841715526,1,0.46951232
2.525900062,0.467834431,1,0.409456213
6461.32213,1867.07,1,0.408535523
2.870083834,0.708525913,1,0.431106896
2.34586325,0.50493019,1,0.441945871
2.49921455,0.338980282,1,0.387849567
2.085382366,0.386198634,1,0.3828615
3.650696567,0.738863275,1,0.411767976
3.028949933,0.738114858,1,0.316615724
1.29722614,0.102112732,1,0.484948076
2.908178595,0.58643215,1,0.336659324
3.028205145,0.557239393,1,0.320637015
2.440349678,0.560726665,1,0.458775257
3.194035772,0.841329382,1,0.451658232
3.394964162,0.963512252,1,0.409934756
3.069252286,0.525089366,1,0.421635486
2.37984727,0.598548603,1,0.504070749
1.844661088,0.359042146,1,0.450929122
4.010705978,0.990179892,1,0.383611127
2.197951125,0.40407409,1,0.397841672
2.467181172,0.446648993,1,0.338069833
3.269764824,0.766686278,1,0.401056427
2.936950094,0.777330129,1,0.366272162
1.9022294,0.247651853,1,0.415274887
2.986742036,0.67531021,1,0.426074642
1.618980539,0.270824473,1,0.512516889
5.233153372,1.371504654,1,0.36069956
2.183409781,0.378671871,1,0.391167262
2.329297993,0.36549516,1,0.417531251
2.63528087,0.471003998,1,0.418541642
2.857396161,0.605745895,1,0.365640308
5.867784697,1.67756531,1,0.279831056
1.226425944,0.127895833,1,0.532430798
3.930043891,1.210430828,1,0.399735772
1.726389462,0.243832003,1,0.435297966
1.741609132,0.243586346,1,0.431994864
3.12987857,0.626737471,1,0.365349726
2.12492869,0.31200873,1,0.415537778
2.429282148,0.590174023,1,0.482078548
2.419949729,0.57888418,1,0.361077594
2.450774849,0.677386234,1,0.407492145
1.676033769,0.160208171,1,0.379151344
1.794426137,0.260032301,1,0.416691295
3.065544648,0.729384695,1,0.415139423
6.102384833,1.93616665,1,0.393387277
1.520566979,0.239162251,1,0.483259266
2.964736712,0.655235441,1,0.396274111
3.405150537,0.802719908,1,0.417423964
1.313254523,0.11968925,1,0.448471466
2.154589727,0.321936746,1,0.425892175
3.976720192,0.989071927,1,0.34791243
1.996891746,0.33461421,1,0.476974611
4.19297987,0.942424219,1,0.334165549
2.873213586,0.692763307,1,0.40630793
2.614994411,0.50315229,1,0.469668393
2.250370179,0.36855507,1,0.402212663
2.338513166,0.401438393,1,0.457562088
2.527700736,0.44522531,1,0.293265912
1.771051079,0.364078361,1,0.485580424
3.016896435,0.740317871,1,0.480479415
4.286870023,0.971339898,1,0.266552916
4.52454213,1.148759639,1,0.354751754
2.144643613,0.44514827,1,0.439211378
1.879572059,0.221563049,1,0.383003642
1.885806568,0.292939566,1,0.439768829
2.076419678,0.464793437,1,0.497017537
2.448435285,0.488027709,1,0.318593764
2.989197544,0.623882786,1,0.392173405
2.472072122,0.542031589,1,0.444655685
2.101214677,0.448360774,1,0.439825129
3.01806933,0.650231327,1,0.44587755
2.387857422,0.383097106,1,0.463030815
2.165974901,0.363435831,1,0.448588675
2.449661331,0.615584806,1,0.47217212
3.415164719,0.847893662,1,0.37813634
1.747008052,0.136409651,1,0.301470771
3.717607007,0.778998086,1,0.342956005
1.767304382,0.177498284,1,0.408316772
7.519984871,2.504362086,1,0.287142821
1.604302576,0.146887353,1,0.407141916
1.744642907,0.17619864,1,0.37137007
2.141059724,0.319233723,1,0.42163062
2.304339712,0.468524837,1,0.471943144
2.802906606,0.44194739,1,0.362872025
2.289347714,0.503633322,1,0.433354923
5.874604666,1.274314896,1,0.338586723
2.079088457,0.406370849,1,0.423543737
2.181461669,0.430396082,1,0.423731095
2.292695423,0.526111849,1,0.549755867
1.802859049,0.329469626,1,0.455747992
3.596554752,0.856370948,1,0.352621953
7.210554584,1.900061943,1,0.374156008
3.047074568,0.511198932,1,0.363073625
2.79213539,0.712527195,1,0.486539791
2.072419545,0.269063552,1,0.399638704
102100.2117,26859.74348,1,0.400842629
3.389132361,0.79154164,1,0.411753909
13.61687947,4.81039315,1,0.314115548
4.037066327,1.042196201,1,0.374721656
2.080740633,0.279978526,1,0.380267225
1.818198546,0.17335764,1,0.414369688
2.585222522,0.399455682,1,0.379849247
2.545330009,0.552436608,1,0.301974841
3.46365269,0.71227712,1,0.33479176
2.436078719,0.395102069,1,0.434405628
4.276377327,1.295150751,1,0.435869614
2.22481012,0.561349666,1,0.355803708
2.589834287,0.439562472,1,0.411697463
4.230809572,0.962984507,1,0.32240367
2.425610178,0.59282027,1,0.373083752
3.700270169,1.137085568,1,0.374880652
2.258653227,0.522203589,1,0.450982047
4.171437652,1.05079822,1,0.410830579
2.064388165,0.393646905,1,0.485971833
2.417498333,0.586311063,1,0.433810231
1.234795972,0.176299231,1,0.537588185
2.176018264,0.1878481,1,0.315407697
1.743886787,0.274101519,1,0.475179396
296.6959505,103.8909578,1,0.310752854
1.664312753,0.18018717,1,0.428711217
2.834559343,0.765619611,1,0.477912462
2.13651621,0.303569947,1,0.321771153
3.668648421,1.103813763,1,0.307901207
1.710360623,0.187693443,1,0.444175212
2.125553521,0.298797351,1,0.333338616
2.548917356,0.436733555,1,0.404823665
3.201856564,0.680735192,1,0.353186429
2.14465548,0.440445188,1,0.516261443
1.951681901,0.442010027,1,0.530191342
1.86014533,0.167486673,1,0.40930976
3.485978493,0.808835267,1,0.39410299
2.153397054,0.396054468,1,0.488166559
2.566163231,0.614498505,1,0.420209316
4.665055703,1.365608777,1,0.393344976
2.408531705,0.808521902,1,0.476287338
1.041127285,0.124241257,1,0.502512936
3.945205446,1.135776391,1,0.40950719
2698.889746,708.5195826,1,0.336047917
5.697391628,1.508875627,1,0.365497476
2.674617888,0.486810517,1,0.403810264
3.454144944,0.604052757,1,0.402469402
3.174174541,0.823836607,1,0.453053449
2.515146675,0.443537329,1,0.351806999
3.623270896,0.977566221,1,0.356297042
4.252855848,1.222731613,1,0.444497623
2.275175782,0.489247246,1,0.464973562
2.302112589,0.341326601,1,0.430097026
3.573165887,1.148235829,1,0.442290237
4.113273843,1.158700177,1,0.312927474
4.92031479,1.298859568,1,0.467969585
2.921321476,0.613172091,1,0.433591012
1.837559117,0.274405586,1,0.533992729
2.846604615,0.669170441,1,0.282893116
5.395213241,1.46004834,1,0.323412616
1.003293844,0.084064819,1,0.590926783
3.797542165,1.076858518,1,0.37666783
3.850922213,1.107118842,1,0.419408675
2.031416374,0.45335163,1,0.447157543
3.37426467,0.810710993,1,0.45326554
2.541577393,0.418874788,1,0.399709915
3.390840094,0.724754286,1,0.33779376
2.580179525,0.571890263,1,0.421984402
4.327433429,1.212390342,1,0.308712773
2.499160307,0.41321748,1,0.356482551
3.518389679,0.882513851,1,0.40856578
4.23041077,1.018534026,1,0.473776985
2.626834947,0.520189309,1,0.51526301
2.784361575,0.748208591,1,0.492159166
2.33429224,0.399145594,1,0.544844478
4.75082754,1.228627,1,0.311529326
3.330010171,0.65884846,1,0.32434567
2.940004252,0.631406677,1,0.437848903
760.2948763,279.3120112,1,0.585483714
3.374725201,0.811582375,1,0.379272605
3.001848923,0.79538081,1,0.424444845
2.164073973,0.386162349,1,0.545083138
4.849016662,1.326408633,1,0.318185584
2.207660812,0.35640785,1,0.421823258
2.557748103,0.518348278,1,0.361736799
4.417749108,1.346799183,1,0.419568334
2.705905611,0.70757191,1,0.530633255
2.158143535,0.273810599,1,0.411670037
2.357127473,0.518026365,1,0.423237484
2.635496408,0.665365571,1,0.43847903
1.854523667,0.267138206,1,0.481215454
1.659092161,0.396788396,1,0.536361894
2.783382259,0.550920961,1,0.39400116
4.6651952,1.346900009,1,0.27088315
11.36677262,2.901421715,1,0.280275656
2.956325356,0.734055684,1,0.42908413
2.646886573,0.566363143,1,0.326549355
9.199283686,2.542416178,1,0.308891898
2.283273309,0.27061636,1,0.294048212
2.363584093,0.582052341,1,0.399488963
2.878816667,0.631497962,1,0.365996231
2.108406778,0.501341072,1,0.459418036
3.625902647,0.705211664,1,0.383355919
2.238541147,0.598598835,1,0.510762815
2.999970192,0.512192889,1,0.309200745
1.861290835,0.207328629,1,0.405420559
1.543933964,0.155824775,1,0.440951624
4.29075074,1.000245385,1,0.29521459
5.096199841,1.76456978,1,0.395927155
5820.081058,1686.743037,1,0.315211668
2.859931267,0.603747382,1,0.407592152
2.197753652,0.465668387,1,0.511352872
1.969149828,0.447239664,1,0.486567789
2.865486529,0.625963607,1,0.377891527
9173.292396,3227.89338,1,0.259772801
1.713712741,0.190423371,1,0.331507363
2.783245325,0.745288431,1,0.423137214
1.801665657,0.437549885,1,0.517317535
2.714998362,0.612835496,1,0.386383922
3.18440824,0.63872779,1,0.400303197
2.404614843,0.397527151,1,0.381260267
5.391181213,1.299041515,1,0.370995193
7322.873026,2036.480501,1,0.301009231
2.900793425,0.516549317,1,0.399076642
6.651389469,1.891162784,1,0.310539481
1.186282649,0.168169239,1,0.596078235
2.114174071,0.419561037,1,0.443565933
2.924278822,0.804537897,1,0.377105402
2.608262508,0.436005671,1,0.404904196
2.184728501,0.393099298,1,0.346316993
2.488534159,0.39762787,1,0.42044064
2.769974205,0.470399071,1,0.255815168
2.687617709,0.521826443,1,0.343259474
2.213091189,0.560882902,1,0.495027677
4.734505615,1.366162077,1,0.380234982
1.845782155,0.291926577,1,0.416294532
7090.079413,1881.880847,1,0.309925735
2.460081655,0.495107676,1,0.443891438
2.288894849,0.428719094,1,0.468094247
1.729435414,0.137125646,1,0.391873496
2.461576112,0.619970697,1,0.514979717
3.23525907,0.628974927,1,0.357096771
1.733502689,0.236293995,1,0.453665612
7.073038522,1.987872441,1,0.421779172
2.325206847,0.549085889,1,0.43986933
2.982189558,0.552359369,1,0.296124801
2.715118762,0.693022805,1,0.422791184
2.678489519,0.543283069,1,0.443345383
2.7021639,0.56342885,1,0.365689994
2.882801947,0.656704783,1,0.335409513
3.837026719,0.752895054,1,0.417800929
2.031933498,0.355338686,1,0.509405981
2.849504352,0.634801149,1,0.342052535
2.127373574,0.316417632,1,0.457763743
3.187435588,0.805666066,1,0.384133492
4.648863992,0.852816401,1,0.33924537
2.981433582,0.597854936,1,0.280744274
2.8035067,0.542811758,1,0.40185298
5.815641717,1.650056816,1,0.324210088
6.217365107,1.478198216,1,0.298890114
2.179316712,0.61937076,1,0.477797414
3.50779834,0.904878933,1,0.439055952
1.788824475,0.304338867,1,0.461018753
17.26506063,4.701185987,1,0.397630483
2.185058698,0.458494787,1,0.420853653
1.727315182,0.249266594,1,0.461172387
11.61101617,4.5283396,1,0.326609473
3.607542873,1.097427015,1,0.470848715
3.847975138,0.831300566,1,0.329258297
1.458164983,0.168220805,1,0.423195891
2.737998405,0.731521188,1,0.429673801
2.558969312,0.480951562,1,0.498111395
5.280028685,1.430364828,1,0.351617247
2.645652481,0.604165343,1,0.454908548
2.786587675,0.728517498,1,0.395786414
2.812480086,0.546543638,1,0.447097975
2.452779109,0.385877938,1,0.371518831
2.90053203,0.636015593,1,0.460367352
3.369601742,0.977070519,1,0.455308813
1.785217461,0.215597082,1,0.480200512
3.272646518,0.788042311,1,0.360795015
2.358348117,0.389112176,1,0.40687428
5.348748817,1.389528948,1,0.35389381
55.93001237,14.87283837,1,0.391025286
3.188219572,0.701194848,1,0.351873301
2.008493874,0.317356974,1,0.406375156
1.486032339,0.239564855,1,0.51717855
2.989758125,0.640479032,1,0.459491188
1.274539531,0.159758033,1,0.542029514
2.541027594,0.513718519,1,0.473417297
2.658408016,0.585533299,1,0.480421045
7731.523139,2016.072456,1,0.486516615
3.42053252,0.738438406,1,0.287237723
3.308424275,0.79703934,1,0.422245099
4.155755071,1.023862647,1,0.339585826
2.79247314,0.611134643,1,0.446466545
4.093415858,0.994847011,1,0.352616466
3.139337092,0.950900335,1,0.43482303
2.027186235,0.37096146,1,0.486554584
1.786479851,0.3324913,1,0.486049418
1.756302486,0.266339215,1,0.464329832
1.935290774,0.317741385,1,0.464122597
4.344276904,1.423344507,1,0.258591739
2.350275923,0.458642031,1,0.434712126
1.457293297,0.226132557,1,0.456290007
3.67932114,0.708418243,1,0.348324683
2.169998942,0.329844698,1,0.411834558
1.621831127,0.247267883,1,0.466083953
3.159218544,0.742155367,1,0.458590571
3.700658862,0.830741154,1,0.334720684
2.454489846,0.412015251,1,0.327563319
3.882295445,0.971037753,1,0.245160943
1.551902889,0.195940457,1,0.502869565
2.678705473,0.431252854,1,0.171341792
3.154027449,0.717800536,1,0.367764226
3.560353457,0.905228403,1,0.287568965
3.826434981,1.00702661,1,0.454643855
1.567606443,0.15085928,1,0.467631759
2.537227848,0.55096177,1,0.461253963
2.858911645,0.764457694,1,0.491939167
1.277639769,0.166871117,1,0.519923185
3.657934848,0.733190547,1,0.278044971
2.332820179,0.336926867,1,0.403145879
1.224355113,0.142794983,1,0.584902679
2.46637075,0.337744747,1,0.311853024
2.743971009,0.616647597,1,0.483435859
1.577140563,0.271253166,1,0.54346387
1.745690163,0.444353769,1,0.570170366
2.914815738,0.56395146,1,0.396961813
3.015441488,0.5836595,1,0.352493522
2.470336513,0.537802142,1,0.434135164
2.777497226,0.794250973,1,0.48827235
5.081065174,1.567324705,1,0.277584945
2.744589086,0.565309529,1,0.349415962
2.172088879,0.503440388,1,0.483959555
2.229528332,0.347465964,1,0.371772241
2.001825531,0.28811388,1,0.464295513
1.669634492,0.271159377,1,0.464429303
2.284776749,0.524242727,1,0.502794181
6.593076429,1.753743705,1,0.399931275
2.471966571,0.39422933,1,0.326433591
1.958600346,0.353751926,1,0.51370078
7.485705533,2.431167298,1,0.244617558
1.772040856,0.348846658,1,0.535236708
2.034131654,0.288461392,1,0.427338836
2.929076053,0.750754178,1,0.448959824
1.970390541,0.314417967,1,0.440187974
2.693803048,0.614588001,1,0.416260195
3.192726478,0.700176873,1,0.326946182
2.032317014,0.281360831,1,0.413154748
4.542591733,1.343011992,1,0.357786237
3.060509029,0.874795113,1,0.505059424
3.097157194,0.484247756,1,0.279000673
2.909207939,0.543557356,1,0.413326167
3.822141886,0.995750143,1,0.373733189
2.878701033,0.644713103,1,0.400204948
1.680435498,0.15276265,1,0.423362241
2.477598422,0.569143705,1,0.386259071
2.059605785,0.350167638,1,0.454916051
2.882766042,0.640705251,1,0.398233791
2.436916266,0.389580841,1,0.348940645
3.46281764,0.826448126,1,0.417701542
3.344014511,0.810661568,1,0.325780427
4.96487129,1.1603636,1,0.356197422
8.972942488,2.397087394,1,0.35651924
2.404201513,0.554594202,1,0.496284668
3.140053678,0.92683058,1,0.417076821
1.88020705,0.346848558,1,0.495601173
2.979627627,0.70096847,1,0.425649957
2.944474227,0.54432754,1,0.248007405
2.207995587,0.29874851,1,0.359140602
3.772460543,1.032560652,1,0.352488375
1.942775688,0.455621496,1,0.505982217
11.28156965,3.399352402,1,0.248655201
1.64890262,0.304292789,1,0.494394028
4.065804023,1.025337831,1,0.360198094
2.865837383,0.856985751,1,0.421557127
1.753337685,0.288673289,1,0.425046605
3.614137241,1.022650969,1,0.371949411
13.10173833,4.122691531,1,0.326303255
4.351112966,0.988139178,1,0.248560919
7.265137318,1.983827227,1,0.330838777
2.600367258,0.526701224,1,0.300121119
1.631863894,0.324735428,1,0.552028522
4.797206793,1.513928476,1,0.3552806
2036.667223,568.6862252,1,0.314256108
1.480609037,0.171700088,1,0.509373103
2.389998098,0.41677592,1,0.290203547
3.778456325,0.877660184,1,0.312609814
2.156798932,0.40260908,1,0.444809276
2.576448406,0.559943629,1,0.404182804
3.179068334,1.078197237,1,0.420081444
2.551782918,0.516712435,1,0.37612063
2.710221745,0.609152284,1,0.372168053
2.358096507,0.553193845,1,0.449323014
2.174748713,0.462339426,1,0.454898016
1.77308872,0.205049985,1,0.341513153
2.076108789,0.31260973,1,0.41100706
3.166454678,0.624236182,1,0.348584448
1.512572072,0.249629175,1,0.487603566
1.930934188,0.330168608,1,0.450518885
2.800484122,0.606297564,1,0.462286206
3.033541826,0.769631398,1,0.457731373
3.035996816,0.748456314,1,0.42200947
2.303365083,0.707715697,1,0.452631396
2.110904742,0.26583616,1,0.379258472
3.257058857,0.892494553,1,0.416437649
3.808390899,1.12815696,1,0.419006359
2.425423167,0.395839077,1,0.348982732
3.039383631,0.64648943,1,0.435882266
2.265194156,0.429516168,1,0.406380453
2.495498978,0.519307417,1,0.448395645
2.540009038,0.490382579,1,0.390858393
2.222896456,0.430315019,1,0.384073368
4.795232351,1.30194172,1,0.299530951
1.995876876,0.270835822,1,0.369733514
6.807633457,2.378516647,1,0.27367014
1.337429457,0.122376941,1,0.458251719
2.384494815,0.641629491,1,0.558007063
2.991107706,0.650177959,1,0.344447424
1.880469706,0.304825932,1,0.504307798
1.494574451,0.233543515,1,0.524296062
3.796655809,0.848816363,1,0.317540191
2.573774903,0.59067222,1,0.462680715
5.545006562,1.694735717,1,0.446897504
1.843359688,0.241465616,1,0.452222201
3.791785638,0.75476727,1,0.387385832
4.291181844,1.071903974,1,0.408815092
3.196959073,0.695329379,1,0.364685267
5.294244483,1.083349245,1,0.299587495
2.642247683,0.50050047,1,0.460312086
3.422603892,0.88012585,1,0.379630386
3.296513895,0.773874786,1,0.398985742
2.30057891,0.392326618,1,0.318799709
3.010422102,0.87128324,1,0.386304588
3.45901048,0.925821765,1,0.384366495
1.549137847,0.248485133,1,0.523309759
1.678253637,0.229802431,1,0.426921903
4.369614695,1.031303523,1,0.368235356
1.969572576,0.287381235,1,0.441959377
3.528329407,0.783542562,1,0.359367464
2.073796567,0.194279331,1,0.366165107
2.482158918,0.40117865,1,0.352069308
2.631683693,0.443797771,1,0.35206671
1.816896944,0.292968463,1,0.361529223
2.042300385,0.312037854,1,0.415798595
2.708033168,0.553689564,1,0.399529455
2.280683105,0.526643466,1,0.596753925
2.235656653,0.307203841,1,0.314590389
2.239963386,0.402276025,1,0.420789158
1.469163708,0.152895246,1,0.416608538
2.042549695,0.390902257,1,0.472738802
2.884811426,0.687477084,1,0.366026788
3.035297541,0.706083886,1,0.401203287
1589.544792,500.5173249,1,0.29486856
4.163697228,0.986045276,1,0.365357963
2.815000063,0.600555122,1,0.268070655
3.241517583,0.710041254,1,0.355619959
4.000694695,1.231659358,1,0.346440485
3.873523873,1.199391392,1,0.372388689
2.671549811,0.716339182,1,0.413394997
2.96724652,0.732087206,1,0.516066372
4.860631577,1.379733779,1,0.242626944
2.17363225,0.573775303,1,0.439627272
1.624845722,0.271463142,1,0.51174187
3.769392327,0.710470693,1,0.301749108
3.663286591,1.115988997,1,0.398536936
2.429789271,0.587916301,1,0.474868007
3.289292679,0.732812955,1,0.358050657
2.607506911,0.654355941,1,0.416355477
2.822455959,0.805177984,1,0.471887369
3.031628445,0.657029682,1,0.362861498
1.930689527,0.311787505,1,0.435697613
6.576232727,1.889418426,1,0.377399156
2.457292721,0.447106976,1,0.38283414
2.622328707,0.661824337,1,0.378969639
2.477741441,0.521868794,1,0.548498272
8.532941572,3.284409826,1,0.248216279
2.874356339,0.650668623,1,0.425568849
3.12161572,0.680766494,1,0.319550633
2.193427832,0.351533989,1,0.313473296
4.023588184,1.19087006,1,0.377846691
2.568037329,0.478736511,1,0.349880091
4.357016906,1.26767218,1,0.330425758
9.851816557,3.364699274,1,0.283978269
3.144227421,0.650580619,1,0.343256948
1.5854337,0.127327896,1,0.324253898
2.468839234,0.351503578,1,0.399201356
3.813492913,1.171077692,1,0.488262838
2.810897111,0.525487351,1,0.413798893
3.037852227,0.520927801,1,0.41931262
3.170820553,0.876868593,1,0.386119422
1.781070518,0.250221909,1,0.495317363
6.811069837,2.077476393,1,0.339976524
502.258698,135.2341528,1,0.437483914
2.232144175,0.342107596,1,0.341641376
5.053849506,1.662209278,1,0.36201143
12.63105399,4.161012087,1,0.403563421
1.745815136,0.256913134,1,0.415809043
1.665061475,0.250613222,1,0.537108697
2.384755366,0.521769456,1,0.41503538
1.718177661,0.290865122,1,0.428434323
4.040355657,0.852067637,1,0.317005859
1.683088204,0.260301961,1,0.406573589
2.405884726,0.523287264,1,0.520313482
2.694015388,0.551490035,1,0.403328577
3.457618528,0.855150242,1,0.408067575
4.323366932,0.991405106,1,0.283695335
3.865028125,0.860983828,1,0.269907509
2.348982705,0.423104568,1,0.449289783
1.541372344,0.223964046,1,0.455170782
3.880211742,1.074875482,1,0.325953283
2.830307976,0.538108286,1,0.378283996
2.567172064,0.402862703,1,0.280478518
3.479399448,0.793819673,1,0.427023587
1.994094899,0.359047329,1,0.416309018
5.640005158,1.583573276,1,0.316754829
154040.861,51277.47517,1,0.352110495
2.865123979,0.710460265,1,0.3532346
2.31733928,0.561198121,1,0.447861571
2.905838857,0.673341125,1,0.400169492
4.231250431,1.181949061,1,0.288366586
2.073569902,0.347763608,1,0.438501962
1.613583411,0.18066524,1,0.448502566
3.980690477,1.085581455,1,0.352772545
1.704732162,0.312505389,1,0.510701087
6.830965068,1.852485178,1,0.318826134
2.32797133,0.476465569,1,0.457775531
2.177053502,0.314510478,1,0.386537383
1.911102136,0.13822128,1,0.426595251
5.017861074,1.420659918,1,0.383605709
4.752514907,1.536110193,1,0.392461327
2.761822223,0.515682502,1,0.448335655
5.575009076,1.786749317,1,0.397297133
5.362551858,1.572919338,1,0.334103323
2.334629466,0.471757313,1,0.413659694
2.217816463,0.468927616,1,0.497984959
4.285167516,1.153231194,1,0.362578343
4.427756661,1.395245981,1,0.419548962
3.382602846,0.760049831,1,0.359008502
2.422517376,0.414092598,1,0.404865712
3.435078099,0.95260221,1,0.364119261
3.836055813,1.219252071,1,0.419109611
3.949435683,1.390496176,1,0.474568505
3.480086572,0.892451962,1,0.439899003
306.8987457,93.23362486,1,0.412981948
2.149266825,0.371298036,1,0.323828857
3.317044692,0.862517695,1,0.380217418
2.483741121,0.698715845,1,0.472137548
3.179207639,0.578926166,1,0.307829285
2.551656436,0.388602899,1,0.34152355
5.030924187,1.337582032,1,0.35141654
5.920199014,1.930535942,1,0.394666661
3.529991266,1.184514132,1,0.358451642
2.237468807,0.471356777,1,0.443790888
2.11748004,0.310703484,1,0.458891561
4.143974074,0.999204126,1,0.36011955
2.244341504,0.401372857,1,0.435288021
3.112729715,0.520216113,1,0.289816569
1.900742658,0.282273154,1,0.341315941
4.780502596,1.14685556,1,0.401256508
2.356597171,0.474800092,1,0.435156202
3.806703815,0.968514959,1,0.35890173
1.757991504,0.399853923,1,0.424721221
2.083888077,0.208483644,1,0.320735831
1.925083392,0.369936297,1,0.482239055
1.539860168,0.330088874,1,0.537634327
2.341386328,0.557779604,1,0.457863911
2.663063039,0.599356774,1,0.413748496
2.199900701,0.352089357,1,0.316643043
2.657639623,0.548008707,1,0.375317105
1.738961084,0.323059864,1,0.481230276
1.792847847,0.184173793,1,0.389629458
1.516937673,0.150492933,1,0.423839262
2.101288716,0.31787556,1,0.361847201
1.555982357,0.139677018,1,0.446442682
2.680462345,0.590125356,1,0.421552474
1.880456396,0.321619226,1,0.459737409
1.590713279,0.186722089,1,0.426149505
3.130846022,0.911971945,1,0.44538621
1.82793598,0.236798324,1,0.431129316
3.606704066,0.947347561,1,0.443554008
1.355067533,0.149607577,1,0.479191788
3.824372432,1.265978165,1,0.410645139
3.065535342,0.561355229,1,0.251394892
2.403150434,0.391732456,1,0.308103282
3.135302896,0.895309853,1,0.414477313
4.33562311,1.013618755,1,0.360730458
2.004232683,0.322590005,1,0.437102545
1.87893396,0.289527397,1,0.470041189
1.867971843,0.229651729,1,0.404660788
3.154407457,1.065693119,1,0.403325239
10.61477257,3.722783502,1,0.288252164
2.559135477,0.646094871,1,0.487179415
4.041523004,0.865813666,1,0.336732737
5.760625554,1.421976924,1,0.326469479
2.538283401,0.456983288,1,0.291095472
1.658271514,0.143436864,1,0.35174498
2.188349671,0.476111801,1,0.473321927
2.34520292,0.535468839,1,0.459045775
1.813632249,0.305508315,1,0.435023827
2.102003981,0.389607136,1,0.487116728
2.044356985,0.30201557,1,0.360841125
3.528249227,0.677769311,1,0.413556915
2.201847716,0.408532735,1,0.457494139
12.90747365,3.215426556,1,0.30499306
2.36804157,0.393933919,1,0.382204911
3.663741732,0.773754119,1,0.289129208
3.01020374,0.80141218,1,0.47073336
3.193396138,0.787032982,1,0.384500618
2.055203756,0.343045737,1,0.357855331
2.580715441,0.670489374,1,0.392038378
2.183357395,0.570455536,1,0.464748156
2.909476972,0.5182241,1,0.333635903
2.005243992,0.294964834,1,0.487449235
7.717959773,2.297186438,1,0.266171209
3.600058727,0.995857166,1,0.338114012
2.569840498,0.512023048,1,0.431304967
2.610409474,0.435359305,1,0.388076035
4.781259151,1.420592282,1,0.363953712
1.907071473,0.135965272,1,0.37041565
2.99559907,0.58752662,1,0.316198342
1.724463194,0.20539493,1,0.487567909
2.50626275,0.511436806,1,0.424728238
2.394188563,0.776821553,1,0.531554508
5.445668045,1.784580171,1,0.311285497
2.626859245,0.640918,1,0.371178388
2.106695259,0.290761033,1,0.450710466
3.53859951,0.825882019,1,0.352110167
2.186948416,0.308402078,1,0.397170642
2.815139418,0.69620703,1,0.438471639
1.432853353,0.217253791,1,0.420245516
2.224088822,0.424009281,1,0.437148029
3.139590875,0.836870413,1,0.466525119
3.003552875,0.977031116,1,0.405573934
3.128433444,0.534098386,1,0.362167489
4.775396015,1.13539705,1,0.381872161
3.282537772,0.933757649,1,0.418265228
2.227320122,0.427557754,1,0.474836089
2.338372043,0.510437038,1,0.40166628
2.298085596,0.370541923,1,0.346484357
1.740022104,0.199396465,1,0.38595968
2.62203728,0.463133904,1,0.382265433
2.526033899,0.308933045,1,0.409168936
1.703749561,0.297651447,1,0.520256075
5.399050032,1.28110857,1,0.331914764
1.125737186,0.105096342,1,0.518531945
2.365099544,0.404716168,1,0.329874581
1.919761244,0.304761794,1,0.43754441
2.152179088,0.536734851,1,0.510965171
1.967955143,0.379231691,1,0.500021706
2.639205157,0.476461301,1,0.395528187
2.293804308,0.379874863,1,0.337911555
1.277644506,0.119841893,1,0.466073951
4.699927397,1.130245915,1,0.365781063
3.754909356,0.946421756,1,0.353875032
4.028106589,0.840135325,1,0.260925387
2.928215233,0.455353315,1,0.298770882
1.89744493,0.235737852,1,0.490442977
4.606581068,1.488547435,1,0.310650498
5.397453317,1.385075799,1,0.279605875
3.164786086,0.69030346,1,0.405582435
1.878546451,0.400251208,1,0.527004145
2.049386285,0.324532014,1,0.36672635
3.507436262,0.717374804,1,0.28867228
1.448872832,0.179809423,1,0.396622279
3.64657862,0.896380921,1,0.463728825
1.766261835,0.197232594,1,0.441991282
2.386315372,0.40746755,1,0.425481311
2.336024366,0.437509763,1,0.443455456
