a,b,m,s
7.471794395,1.86558573,1.882226387,0.365947906
9.493308018,2.444416536,2.464329724,0.451705482
5.370335636,1.06634143,2.137587843,0.464301503
6.303072067,1.324048438,2.332457354,0.361843888
6.575903686,1.436218101,2.458053587,0.476606201
71.46375835,28.53533943,4.24960911,0.359886735
28.46297156,7.841325719,3.628529002,0.41309186
5.31862411,1.055064094,1.871261637,0.256798287
13.13502316,3.01784814,2.530321113,0.305901467
61.30719108,16.41395848,-9.379603314,0.488840132
101.501122,31.84368084,4.663556474,0.416486749
4.817740551,1.050325955,1.887995479,0.385114536
7.018235646,1.235710178,1.837494043,0.16781394
54.58353622,15.67489646,-10.23918617,0.296508507
5.290699594,1.503148958,1.560223706,0.3359168
2.545887739,0.357177599,1.599141886,0.457989621
4.11042171,0.784923401,2.038589795,0.469310961
41.43234478,19.0346632,-9.711926876,0.469816625
64.58278644,20.03714302,-12.92366694,0.618123046
46.1201208,10.58768173,4.296513588,0.43953005
6.191252657,1.357921513,1.570093399,0.258515912
2.826690379,0.310875204,1.803735333,0.425953659
5.021340427,1.188227157,1.48462556,0.279928505
57.63402801,19.47606032,-13.06795345,0.411032409
3242.150635,918.8520879,-0.462430009,0.437449406
7.072127727,1.712007362,1.844613861,0.26865519
4.39793286,1.074477784,1.739749173,0.392566816
31.80145024,9.874261317,3.718333634,0.454681197
43.76734904,15.11184293,-6.733545214,0.517634308
22.33276909,7.774968427,-8.641625931,0.310329474
9.283555817,2.480804163,2.20683908,0.297391769
5.519779421,1.825916719,0.1567155,0.346732777
2.285760391,0.312344331,1.376237182,0.373430564
5.673247769,1.224252872,1.888332892,0.353529042
5.950172133,0.984645314,2.360906733,0.438480453
2.988743363,0.503664503,1.870273784,0.461472227
6.487482753,1.401811818,1.952267186,0.369957776
44.33594987,17.79066484,-12.67082406,0.369890182
229.3085722,75.34777377,-9.674939052,0.495395166
77.93265485,32.17911868,-10.16951165,0.522406186
7.585459351,1.92192005,2.111098432,0.386991403
2.883795866,0.556953237,1.573916677,0.509065893
8.561423297,2.141592666,2.239135574,0.47692811
5.06768734,1.065478954,1.752892722,0.284257749
12.6198294,4.247150882,-8.108407705,0.41407335
5.810127296,1.372603415,1.669185671,0.349032211
6.396595531,1.8994136,0.772086452,0.229676805
147.7788065,49.92520036,-11.86246337,0.438878834
5.276054831,0.990171713,2.036937281,0.464695096
6.969980131,1.042633699,2.578532409,0.45171169
5.200870672,1.246993504,1.450227698,0.340279189
3.276379268,0.406882622,1.727427305,0.30978138
4.310719632,0.59599217,2.255007268,0.393905271
2.503052181,0.453874929,1.244622749,0.387738398
104.3586417,35.23613771,-12.39948037,0.467498256
52.07695837,17.98091495,-12.35748222,0.354364095
8.646198574,2.420172825,2.218876308,0.356083805
5386.492364,1396.806574,7.684676485,0.26084226
43.96667947,17.18933434,-13.05978019,0.44128361
245.5355164,61.93532635,-12.28937659,0.469562338
6.201662506,1.419948854,1.560610897,0.439622898
64.72571627,24.51679366,-11.52904619,0.50770152
5.476354008,1.184927133,2.100192416,0.386738464
17.98880133,4.91923787,2.816453311,0.392633568
4.579222312,0.863494907,1.346767217,0.202428976
5.569694812,1.095628793,1.896898549,0.377978456
61.06749309,28.76612936,-12.36076683,0.259760018
8.163191146,1.889827529,2.624754981,0.445084487
10.32925595,1.991428773,2.836215758,0.43812902
80.54442033,25.70337939,-11.81695992,0.553984585
5.323202432,1.011043854,1.88695093,0.268612208
2.604858473,0.308570756,1.507866043,0.39961686
11.16320921,2.874202574,2.526446909,0.403370515
8.371176801,1.918194386,2.207141242,0.365463343
9.477837708,2.197228024,2.517023988,0.358869162
6.064005664,1.175972839,1.968823639,0.250511357
4.851703003,1.212747548,1.745268646,0.330741605
5.017472672,0.956336865,1.693390828,0.388739458
11.84723417,2.232804323,2.489501886,0.299922464
5.187761101,0.997622018,1.98928171,0.445504896
4.301012329,0.902148211,1.878933067,0.438240584
19.31232272,5.674512649,1.841086775,0.338996457
4.708368044,0.920675714,2.168108074,0.460248401
52.98266132,14.43362,4.539535165,0.46905308
30.34614216,11.78596612,-14.9693889,0.310003083
4.772603047,0.983342808,1.574339304,0.379124111
46.82874365,13.90488468,4.413765777,0.42655329
6.897149679,1.606841614,2.143177737,0.363782431
42.48330828,14.33135866,-12.99921988,0.431546121
7.657196334,1.851762095,2.229402187,0.376760996
19.7252545,5.475715795,3.239136574,0.474685279
25.78277458,5.869829358,3.149566278,0.345375669
5.193318094,0.992760841,1.965787729,0.296542489
54.96154246,19.58254968,-14.73221306,0.303666509
5.599531971,0.721546448,2.439881329,0.32952984
73.70167288,26.01928298,-12.77372156,0.60339206
67.14620977,25.73139612,-11.67674003,0.426859441
10.55890147,2.719389833,2.530568977,0.337215381
3.530619957,0.403040249,1.956276451,0.233706207
4.995451341,0.81070865,2.188908911,0.46059403
12.38527371,3.185916003,2.367469966,0.303258727
19.62831067,4.848498984,2.564047986,0.238892783
3.071949088,0.653868259,1.252696639,0.383055892
21.15216216,5.77455297,3.071588006,0.373958581
10.72292405,2.269024311,3.077423493,0.445582549
4.515208039,0.699812526,2.206183821,0.397443388
32.57609603,8.673496155,3.387401859,0.328354933
12.63211078,2.880005043,2.79325587,0.390575299
3.259973713,0.574574007,1.426917805,0.362211613
52.7942644,12.81624792,4.289052604,0.443105814
59.27409544,19.04559431,-13.08357496,0.380256666
3.161273233,0.622138398,1.704753367,0.448967369
12.3288402,2.479190028,2.833884845,0.432479383
1.868398648,0.297978087,0.744206925,0.374394263
2.203349137,0.269046861,1.406040212,0.44390605
13.09559807,2.95442284,2.990890735,0.505944667
17.30840593,4.808327784,2.228930356,0.344440117
6.496887909,1.666249822,1.41465933,0.324207835
4.975055903,0.863021793,2.118796617,0.451589948
11.95200132,2.492054658,2.881881592,0.388309792
7.926907406,1.624079216,2.244116214,0.377450476
9.830737788,2.818032899,2.200234059,0.207958802
11.72436362,3.061439778,2.531484933,0.400199047
2.406442664,0.299031198,1.983103206,0.433815564
24.85169668,4.988629945,3.593295097,0.326610369
50.03783617,18.99060141,-12.19874848,0.447752177
3.737527389,0.565419318,1.364347174,0.259496659
3.69651326,0.724062967,1.624044436,0.410803605
1971.186689,500.7530152,7.258109942,0.384623916
2.945067699,0.442307192,1.567383494,0.502336274
12.93930705,3.299353865,2.475744933,0.347632179
7.639727485,1.648256904,2.148925438,0.397334829
27.87300587,5.313071287,3.944499741,0.312531347
43.02544954,14.26915355,-12.9069831,0.370088943
3.628602501,0.914726967,0.938779558,0.345305843
8.294979802,2.425698687,2.395409359,0.453248602
10.79858611,2.502298226,2.652708293,0.448462495
32.5794879,11.84506441,-10.73131383,0.383042818
5.742653755,1.376444139,1.939261075,0.413742346
15.22393724,3.563702748,3.26681458,0.416842227
86.17629051,26.81706453,-11.55112634,0.393870723
5.537055549,1.338182046,1.591946818,0.385156315
80.31582103,29.56711697,-10.92956363,0.472217762
3.677954621,0.656458579,1.667853782,0.43585947
4.212393079,0.895485388,2.071100161,0.428481186
767.5059688,189.4780759,6.598659357,0.362003747
8.2576245,1.504694349,2.120754784,0.277597933
23.93186245,6.04995701,4.387099973,0.448531439
6.477943716,1.412783298,2.224860312,0.402149881
37.53510841,12.91558804,-7.407409788,0.32350524
4.267702502,0.902668673,1.496150454,0.361295946
23.29234859,5.767702382,2.852902423,0.28116056
3.778910991,0.649867609,1.820484708,0.437663029
8.72963055,2.241167382,2.302493586,0.320079001
3.650336573,0.434420392,1.895775891,0.345411742
3.562835428,0.38698542,2.004059629,0.314021391
6.385979306,1.318653399,2.175867353,0.318274129
11.39108473,3.219873957,2.368645595,0.409651621
25.92520448,7.487303687,3.26953307,0.377066351
33.91786333,9.205752362,3.427589275,0.35306689
4.527962268,0.985073167,1.983446467,0.463530776
5.51895996,1.254117098,1.479493343,0.410095275
3.803070117,0.663027116,1.795463141,0.322163319
4.45096422,1.092118157,1.155421569,0.309777136
28.00451619,8.787291969,3.457890039,0.435799771
4.873908957,1.163092164,1.205968134,0.30465186
3.372696904,0.519765437,1.596667863,0.377520766
7.541907375,1.862764706,1.573565841,0.227431389
5.489156852,1.046344037,2.031478035,0.381649298
18.61973704,5.392909773,3.23900105,0.485120948
10.70368769,3.219079877,2.414980013,0.367554411
31.65173344,10.49072452,-8.584002368,0.504901039
4.97339548,0.830018825,1.806524204,0.286800392
9.161116438,1.984183934,2.427848239,0.382513654
5.286790964,1.067263299,1.915063285,0.329494181
4.894433515,0.911820106,2.196065094,0.485766081
4.605306717,0.8666133,2.000523623,0.420665748
2.379893436,0.230798726,1.933090086,0.409253828
113.0804383,30.31891114,5.370435809,0.453071348
16.38846524,3.68298933,2.863266643,0.359172179
8.867738511,2.275001985,2.718180153,0.396586786
5.153547848,1.263342047,1.954987923,0.408550395
2.998982222,0.394874474,1.638115691,0.344252452
6.790264594,1.345310226,2.710190427,0.328457227
13.43914196,4.087663786,2.061483401,0.381450999
10.81217041,3.021379708,2.366603021,0.418691743
5.947108211,1.40000452,1.773995093,0.238101692
7.451676484,1.6329342,2.04974037,0.322265171
4.680018187,1.037068545,1.810039405,0.346617556
5.355110522,1.040910467,2.268455779,0.432175926
6.030081714,1.51578436,1.71881042,0.269179417
4.464649187,0.858720929,2.321074765,0.439656852
2.784046282,0.283206529,1.738220293,0.398990239
3.253920273,0.454864365,1.512665136,0.333784911
15.77052686,4.619497942,2.869873141,0.37999005
4.018979868,0.708629278,1.49604018,0.284148574
3.646574983,0.725396825,1.846694494,0.473979678
7.284247618,1.722235768,1.90637136,0.347200107
9.241971241,2.254490445,2.406792381,0.378182309
4.677625306,1.191379577,1.272833902,0.460657375
23.26592933,6.685400519,2.698147175,0.331130713
59.77869597,26.62170276,-12.62320635,0.347276286
6.11912152,1.305847814,1.853523842,0.374076801
3.611430805,0.665504856,1.279246189,0.345468375
34.89060888,12.24345555,-9.218895491,0.486347395
10.4541996,2.501629429,2.539101683,0.360346408
2.861882193,0.410411673,1.720755267,0.421173627
9.17341182,2.151849772,2.936129728,0.451096516
11.30912156,2.714437841,2.566821836,0.465806185
6.282759101,1.284837557,2.410604034,0.41667434
19.41468335,4.558464663,3.085059202,0.459062776
5.163017604,0.932444727,2.274396021,0.399408604
16.14625399,4.049268695,2.805344075,0.421632786
3.129057351,0.435189649,1.756499031,0.381868626
3.004345672,0.648858169,1.602006435,0.511669295
25.24230167,6.7883326,3.147846384,0.398800609
3.588631613,0.442318058,2.138535196,0.402180047
6.163132328,1.688909817,1.855863635,0.362936963
4.069836606,0.914192617,1.208942676,0.325418656
4157.401808,1149.600301,8.584130871,0.482450174
36.22546108,10.09042592,3.319586472,0.369601456
11.98611886,3.298152311,2.247980101,0.304955118
11883.14936,3226.526511,9.411031363,0.404898411
26.22868461,7.409048614,3.255094429,0.379743632
49.28268495,19.76878922,-12.84688788,0.348543869
5.393630168,0.934742296,1.90782756,0.308163154
9.970468726,3.239807834,1.614296684,0.258147088
125.9727094,32.21751232,5.254512344,0.43459996
33.62375029,13.92493468,-12.2828236,0.480024961
6.255147661,1.12448003,2.294512403,0.396096395
79.88872787,25.09043242,-12.32817915,0.340187564
2.323327188,0.266363433,1.798628372,0.42217244
23.49994608,5.561364562,3.906134773,0.476065912
84.5023436,27.63444991,4.741405052,0.4323561
4.140116884,0.773338967,1.869122639,0.385765104
7.534922636,2.019481281,2.284606764,0.382254593
4.892256344,0.943294114,2.307496701,0.41404914
12.80026926,2.893018223,1.693216519,0.329578968
3.829501108,0.724764197,1.836968831,0.45287136
3.873245593,0.858713274,1.370094395,0.232591172
3.25966089,0.682773831,1.232266492,0.374466842
9.22822424,2.181852293,2.230526567,0.317600398
33.289192,8.370993384,3.039449086,0.210270381
3.115606185,0.515358936,1.671426836,0.455558505
3.913278526,0.776049469,1.489973858,0.406916699
7.386519712,1.975658735,1.951926652,0.401815871
2.429663634,0.528752959,1.078069475,0.347699976
100.1136039,33.21265838,-12.28227313,0.45478679
3.402151129,0.866020165,1.132645197,0.377123831
89.6436107,23.56559018,4.529536218,0.328534312
24.77733945,6.312318012,-13.81404184,0.253277937
8.250317102,2.009721771,1.59597951,0.250579433
38.75459366,15.72071066,-11.46873254,0.443695552
50.26536499,19.64106183,-8.345685102,0.484487119
5.993391162,0.976177249,2.537051846,0.427034015
47.53720668,15.7950105,-9.197478241,0.469564782
3.619821508,0.315385829,2.21879164,0.378889847
46.23266964,14.37792984,-10.96413933,0.28452069
6.93562691,1.819123677,2.051496216,0.363768083
7.983626414,2.076990543,1.833420562,0.289392063
3.416964224,0.685731518,1.505616315,0.447925194
5.329405511,0.971246202,2.450662952,0.422770441
8.884556408,2.181389639,2.195636176,0.364057813
16.89824099,4.154521236,3.151075007,0.456067746
16.9737864,3.797775778,3.512729907,0.492091259
6.844109509,1.875961792,2.104500748,0.364184713
9.512909029,2.143226073,2.298241623,0.36542456
18.45866847,4.682253415,3.457981326,0.439994482
14.17187661,4.632614712,3.018908673,0.479361969
4.760327508,1.192554926,1.703857148,0.314114589
3.213378799,0.415240445,2.000254735,0.442799457
3.313348756,0.493982624,1.887734861,0.425068076
10.15694596,1.746657104,2.805352997,0.356149116
1370.933226,421.4992367,7.180075107,0.430303641
6.01237019,1.166594962,2.144607366,0.29334703
6.603487283,1.37630739,1.94576766,0.214461848
12.00533988,3.552961682,1.679118834,0.321103649
125.396069,34.98314808,-12.56525681,0.445773254
4.101510972,0.831036932,1.400235696,0.310775279
18.52247491,4.402950042,3.447066508,0.317373266
3.891852353,0.762690866,2.030479881,0.523754042
4.261283696,0.615429364,1.877347556,0.337605162
7.389618898,1.590417765,2.483981068,0.455301902
7.900778204,1.634694674,2.795463362,0.422059926
5.523397994,1.278493748,1.506426666,0.343497874
5.475106205,0.906582604,1.792989208,0.344953391
2540.630544,976.1598087,-2.789149643,0.540896036
6.38832995,1.599340801,2.167959318,0.487931856
22.99405172,4.236692167,3.699869858,0.382724278
13.04395677,3.778020354,2.701339759,0.34989912
4.201945776,0.748803988,2.267200784,0.471075063
6.487692332,2.030461016,0.777614355,0.289214591
11.25199618,2.852593827,2.544421072,0.400418268
5.975160934,1.20179484,2.21099024,0.403060647
76.53919388,23.55285242,-12.68645295,0.471139174
11.01545838,2.212940245,3.068829821,0.513227569
3.902296398,0.798937516,1.641309569,0.28437448
9.848798155,3.331914378,1.632384816,0.285244312
37.48408805,13.2444775,-9.862100483,0.316673749
10.282698,2.657484989,2.610575352,0.379752218
14.20221403,3.509598403,2.80474764,0.434024874
23.09146415,5.514650183,3.870834946,0.47870937
2.593979427,0.588712404,1.127818731,0.439188113
42.39863343,17.39111919,-12.69214298,0.486087177
90.98763942,29.2289887,-12.35771936,0.482840867
63.36779828,22.49623028,-8.512330108,0.533251802
13.42550544,2.501406079,3.35971509,0.472505332
3.836062982,0.716999289,1.623656459,0.380894177
3.948493825,0.602372262,1.900221026,0.485880835
8.96209429,1.548988629,2.802570575,0.411606281
7.951590178,1.951940126,2.012001005,0.337641103
428.0858262,150.5400107,-8.303127993,0.34241327
5.551754919,0.827959365,2.093300521,0.278479058
6.423736327,1.495753559,2.350853241,0.409330611
7.518702026,1.674521839,2.622746419,0.520215518
4.441568134,0.595666667,2.172175678,0.406090708
1208.087121,397.9448835,1.247708015,0.288939161
15.75045416,3.735773599,2.687859159,0.338289244
17.94316401,4.769715367,2.880401261,0.355785752
19.63717729,4.099736694,3.279308809,0.401612896
38.39614225,16.32757096,-12.60539453,0.554874393
4.236096599,0.658875108,2.011250244,0.364031402
3.734523423,0.574438439,1.675358006,0.312636471
6.031133109,0.865391558,2.440574589,0.377047005
3.449274256,0.579105568,2.194234696,0.493625265
6.36625792,0.988175999,2.255964333,0.357326924
10.13785697,2.248018861,2.513004187,0.343924249
6.132578475,1.545300001,1.632293427,0.377971867
3.581377344,0.655955417,1.943749237,0.472213492
49.02721932,20.37488325,-12.90034104,0.475743904
38.68598592,12.10999702,3.579155189,0.461695694
12.35718334,3.454181643,2.528660865,0.345917035
37.57059171,16.09703164,-8.473621724,0.448171352
11.58315487,2.854655379,2.755561293,0.429117718
6.468540139,1.735972168,1.690944743,0.384432776
3.656485782,0.486138886,1.782113992,0.409687955
4.287315255,0.741731695,1.774484005,0.412072508
3.554441417,0.521493774,1.828045229,0.381893958
183.0090197,57.28259387,-9.854757745,0.406984383
3.454006946,0.520041619,1.618465538,0.399561446
15.46628832,4.286487699,2.759087612,0.407490138
27.1276074,6.636450088,2.767948562,0.218346041
8.117621354,1.989479043,2.361842646,0.382814381
33.80890923,10.01865045,3.806656096,0.449936302
4.679367924,0.917348248,1.902781236,0.431680073
9.408435768,2.742613815,2.013835514,0.311028735
10.63597701,2.98264217,2.470830269,0.430574003
7.898634459,1.957215188,2.06131721,0.362813039
30.42042726,8.407818085,3.221207251,0.30063723
2288.486828,568.8548219,7.154748078,0.328071508
4.657051,0.850433297,1.873247542,0.492389461
5.736781609,1.293178704,1.679911772,0.361139529
2.376981726,0.33061867,1.590211105,0.421517025
8.79350892,2.654655646,1.720898533,0.257681919
3.371567325,0.547506641,2.263357972,0.527487043
2.686875004,0.460455361,1.240401431,0.383378536
3.642083957,0.746224986,1.61490218,0.49551886
2.997971968,0.246970763,2.033774705,0.455335349
23.21760861,6.556290624,3.153685232,0.336426782
5.756271673,1.341554397,1.569467817,0.438509092
15.15660166,5.028560635,0.989560652,0.413776264
32.36933534,8.870562437,3.565227641,0.359728827
9.384331263,1.788239398,2.78563969,0.407260143
3.524661628,0.46912149,1.735511795,0.402699897
16.65839122,3.860236657,2.473752244,0.428334187
61.33197652,26.78682272,-11.73306414,0.454323401
13.43915048,3.018563648,2.834645697,0.398568927
6849.345625,1635.045289,8.674837805,0.339051793
11.58746611,2.851193534,2.569857186,0.405723866
17.00827207,4.447281333,3.065767068,0.325833596
2.570272098,0.383452972,1.585140464,0.498919869
5.916277112,1.290429954,2.228282341,0.412008704
4.097431281,0.936992843,1.772419311,0.441505055
983.9025722,357.4324207,-7.648978702,0.450098929
2.54703068,0.420830037,1.824246053,0.507761758
4.360011366,0.893275023,1.952134799,0.430932066
8.388428719,1.794663409,2.069376359,0.371439809
6.932403358,1.600180473,2.634632638,0.45166216
42.80805531,13.2309964,-9.196023726,0.3842629
31.40173058,10.49421358,-8.076063669,0.418708888
6.476528386,1.45893313,2.049507144,0.394190434
35.19990772,11.06735231,2.727255696,0.310211992
45.22962361,15.83223581,-10.75505986,0.480735453
23.52080991,5.888263897,3.453816649,0.461775132
8.464598123,2.179155006,2.173550342,0.389947548
4.720270708,0.9012603,1.730866925,0.442890303
12.41414617,3.106084069,2.370141567,0.334089294
81.67590741,21.20612384,3.331143567,0.324286046
16.19753086,3.335591391,3.494343831,0.47270966
4.024565586,0.822476667,1.942123174,0.465745805
4.050764464,0.840030413,1.725677817,0.430278003
6.593331432,1.307038949,2.107694145,0.382827666
72.39055565,18.84620911,4.395123752,0.426040842
4.09339518,0.835732166,1.644685742,0.290282496
128.2452664,43.78038399,-11.77640629,0.577068598
34.96701106,9.267474739,3.692447761,0.439656215
72.81647068,31.01978873,-11.45160857,0.400594136
4.679488177,1.113334345,1.477079891,0.401199877
11.60127489,2.704224071,2.761776708,0.320645972
1.71347913,0.23196342,1.038691717,0.389056286
5.093524317,0.60085547,2.412961722,0.476893064
4.01479609,0.823225584,1.576619921,0.403806971
2.730420506,0.400782925,1.642396655,0.397008721
4.057064045,0.699317388,1.687552149,0.298714677
12.8039129,3.876967804,2.947003681,0.475663548
1417.534997,315.7661377,7.166826768,0.358145902
5.837914647,1.430349817,2.118739878,0.38818292
4.139066264,0.514404503,1.837854169,0.206456816
35.52627897,15.17539127,-13.15469719,0.521311616
12.19420739,2.977015701,2.736703627,0.450789
3.902673793,0.359177013,2.467632952,0.397238669
2.460162032,0.413167708,1.094966684,0.416073592
6.248918877,1.072975079,2.203037348,0.298982429
22.59846873,5.964577714,2.95175817,0.338164603
10.3297689,2.809950169,2.472995991,0.342916458
18.54485494,5.418832551,3.070703232,0.372771786
5.632592941,1.153696423,2.009808517,0.478387955
3.874010358,0.761645152,1.413925752,0.357198908
4.457149253,0.899861166,1.648647194,0.443409568
43.13257638,14.91840586,3.736733338,0.3687635
43.68916843,12.17264484,4.132090436,0.405985677
4.008461966,0.790419981,1.870709924,0.441777765
134.6253299,45.5819253,6.075933101,0.397383752
5.03925512,1.322321264,1.943104736,0.439801334
67.44199404,20.88975844,4.595483082,0.450586319
28.95872833,6.065883737,3.457407822,0.360885163
14.79349688,3.988390742,2.810889095,0.4876263
6.347406303,1.349025014,1.889254978,0.420307384
30.25532661,7.011724297,2.985844397,0.255902245
3.309157051,0.648995418,1.912839654,0.495918173
11.9048059,2.561029877,2.946202868,0.394382889
8.045979871,2.002579987,2.05506486,0.355320687
78.12603834,26.03484698,-9.536212597,0.478883308
750.8198873,180.3682621,6.603597236,0.388978251
53.50739259,18.87763947,-12.66854235,0.503653951
44.9651851,15.74206778,-12.08026607,0.599234696
4.500154588,1.045438005,1.741197713,0.390430934
35.85124796,12.51540369,-8.682342719,0.325984628
2.806961101,0.421630717,1.690146107,0.389852535
6.210482281,1.351426948,1.974318277,0.319396425
1.824601572,0.232179225,1.200048022,0.412403698
3.953785937,0.833984309,1.712796197,0.429612044
6.504647347,1.251871229,2.705024102,0.497396713
1626.374089,343.0645568,6.770196368,0.374428254
10.28400816,1.684439634,2.71497463,0.382668189
5.82640089,1.271986939,1.931340403,0.289777321
2.378912262,0.432609137,1.000181923,0.413917232
33.54380612,8.263615473,3.541931538,0.43474861
3.414919348,0.633369323,1.177300614,0.334260868
63.39524826,21.78722923,-12.68608242,0.365771212
3.756589356,0.884006994,1.929346326,0.453574895
3.365530327,0.527330493,1.512657203,0.370490305
165.909788,46.42927024,-18.15961361,0.46922711
4.025148449,0.357488899,1.980463482,0.299951937
13.2643706,3.452609905,2.641750005,0.350427881
3.5372946,0.399961731,1.784601117,0.376628409
5.779669603,1.331612342,1.961641303,0.425174087
2.499252059,0.310494921,1.725961416,0.433693337
5.973152792,1.029638975,2.107333909,0.297153223
37.67035282,10.48555304,3.966149657,0.428181304
6.489734432,1.61946628,1.977190045,0.355985398
21.47028305,5.320425416,3.560225127,0.403473131
28.49825018,6.570932909,3.387290028,0.196133984
76.31895353,26.0210801,-9.490924078,0.501715562
5.087625698,0.907503397,1.999743044,0.335801035
26.70595684,7.033366759,3.608481402,0.355438302
4.80464067,1.046635208,1.781754643,0.417907042
3295.766208,1001.547439,6.745516508,0.276116383
11.17020318,2.566650339,2.962254268,0.443513
3.599837335,0.610052467,1.736002919,0.385186287
58.19436138,16.39781799,-8.633334116,0.452750824
5792.73456,1451.367985,8.842331813,0.460077824
81.68768256,19.29920979,-12.78613165,0.458407369
9.44089517,2.572053826,1.714895897,0.306077448
47.17305643,19.77977824,3.852136931,0.405655251
5.594196611,1.069266348,1.948943243,0.344702557
4.357047187,0.941419839,1.487114765,0.454453516
20.77706428,5.130779164,3.294611313,0.42277346
5.654937519,0.803532769,2.11966296,0.324538355
48.03669765,15.49636648,-9.006538441,0.405360486
35.91753193,10.79021732,3.6280932,0.303293254
8.149775197,1.707436826,2.33457879,0.272760139
3.85659481,0.829027145,1.813088592,0.394017344
8.924677203,2.316104698,2.000338,0.312906727
4.426426287,0.721112799,1.910064679,0.33175613
4.79174856,0.989161463,1.814400936,0.422954467
78.7116299,26.63221867,-11.43792517,0.441540904
90.76096728,34.85364621,-8.073771741,0.367771438
70.69312601,29.04796702,-11.47726866,0.435574531
6.703479349,1.825322568,1.925881386,0.306303893
40.87293336,12.58975837,-7.157947133,0.373013145
20.30945055,5.917347466,3.356729509,0.467572464
5.357650478,1.296831733,2.017921025,0.383152548
2.287825446,0.309712649,1.362482143,0.413544388
7.724804302,1.976182518,2.352754541,0.406226888
47.75978117,17.49703952,4.365492789,0.476519156
8.094821898,2.159479904,2.595005259,0.486276129
49.2308999,15.59835625,-8.016119079,0.482334581
3.616305821,0.564050389,1.84951596,0.327719108
22.45210549,5.488010349,3.53164315,0.344686344
9.867258869,2.19011327,2.803824148,0.434758992
3.471126774,0.933754519,0.839581796,0.292154708
5.532652183,1.100970616,1.753313216,0.371268027
7.526581652,1.984457121,1.951359674,0.362176978
4.963930196,1.225282565,1.653888802,0.420652698
6.566430781,1.484098067,1.631874327,0.382532459
81.06919366,25.58375848,-8.510252389,0.418605141
2.38844121,0.230656397,1.899695302,0.454929398
3.847846768,0.721982274,1.624973031,0.356195595
54.02167482,24.55630916,-12.11076965,0.543359968
7.922608074,1.763875991,2.217597863,0.387011279
11.97092317,3.443237445,2.371870601,0.37077198
7.248101267,1.677645292,1.928297561,0.29144458
67.07691708,24.19488188,-14.58939014,0.429612044
5.660394773,1.361368977,2.130441911,0.476597864
15.45063985,3.538312617,3.194545019,0.443806244
4.908454793,1.337285067,1.009569817,0.365023275
75.80729432,28.58717021,-11.56214939,0.523668416
4.501379225,0.907747884,2.079036166,0.461387258
7660.982723,1657.140229,8.172755697,0.29073508
8.828327466,1.895511991,2.442725393,0.430446256
19.08377711,5.274187037,2.83392014,0.358625267
7.171679472,1.687332876,2.272389813,0.36013961
3.657687166,0.756110953,1.519445638,0.347723237
9.081791557,1.796089803,2.600451719,0.467358229
23.50637694,5.90491644,3.491476355,0.460329912
70.48660803,26.83818586,-12.69637349,0.576975753
3.779123372,0.759674301,1.471375782,0.314871894
3.563193624,0.402954133,1.571914292,0.271261158
6.70496521,1.103616934,2.710856776,0.422062593
67.47403168,21.67037351,-9.715277322,0.50997747
4.523663109,1.258099115,1.348262019,0.299184339
44.01306046,16.79381689,-9.396399251,0.229953943
2.078116109,0.265983514,1.140331808,0.393292003
7.366275318,1.780664136,1.46850945,0.360245018
14.40913799,3.52049772,2.608275703,0.296557137
51.19785105,19.29638746,-10.22069384,0.427665971
17.16639703,5.320299438,2.955064239,0.438997091
57.01411247,12.11430508,3.706806791,0.364604124
4.817294009,1.12110842,2.005431905,0.427980887
11.84314263,2.883837796,2.734613486,0.326679162
5.393066733,1.280542645,1.60572536,0.36929545
5.509918019,1.167747198,2.018985526,0.41902358
9.643786857,1.673296568,2.859979108,0.461967101
22.51706325,6.558027543,3.424976953,0.420913207
4.087013568,0.678890889,1.875767376,0.404607581
6.026391634,1.4378286,2.117176928,0.43009451
4.499225189,0.887495999,1.621574876,0.435967065
4.392054943,0.861095671,1.532671492,0.283266483
20.5935086,5.108035349,3.26936431,0.289838299
4.464226473,0.953424162,1.715781507,0.397452609
6.802727528,1.813385805,2.052852881,0.4027812
564.9804543,193.1766132,-4.64785298,0.460607775
2.979080015,0.970739713,-0.350672146,0.269480303
10.27585369,2.234857904,2.804154189,0.332150751
2.93858821,0.28015321,1.462667856,0.342585184
77.47376709,20.52537841,3.873861297,0.295183214
26.50927255,9.711751677,-10.81409972,0.464724327
4.924790815,0.854857113,2.183742829,0.415054665
15.48717403,3.694339523,-14.02879665,0.419424424
9.093843877,2.167337933,1.748492377,0.370256879
11506.09711,2908.504734,8.4407683,0.31055796
6.018231671,1.33494364,1.825834755,0.318310509
2.429927469,0.253876928,1.80924206,0.470531774
3.552346439,0.603035315,1.723482785,0.33976791
15.48151087,3.702409848,2.931166657,0.36641313
12.17427703,3.039856314,2.856847194,0.29124323
4.957487717,0.862427525,2.100834059,0.387344027
70.96522294,31.24144693,-12.44712064,0.448730206
6.725404007,1.820997171,2.142946137,0.419994396
33.83698897,7.884317123,-13.74448211,0.397254799
3.977103191,0.824966346,1.974915386,0.557166905
62.2851365,26.67407227,-12.64004499,0.440536174
5.767641675,1.20268934,2.045170467,0.322460111
2.707918077,0.714825306,0.691645106,0.381433796
3.335332115,0.803152064,1.106719165,0.507499143
5.264941405,0.78479396,2.021601702,0.416224477
150.9102223,46.66617689,3.971207255,0.274059424
3.21189721,0.450592478,2.048962147,0.503526223
